model,chromosome,fitness
model0,"(128, 'Adam', 0.0002, 5e-05, 'ExponentialLR')",0.6195744259256712
model1,"(128, 'Adam', 0.001, 0.00016, 'CyclicLR')",0.6424683584293849
model2,"(256, 'RMSprop', 0.0003, 6e-05, 'CyclicLR')",0.6392871695505061
model3,"(128, 'RMSprop', 0.0005, 4e-05, 'CyclicLR')",0.6740780145349637
model4,"(96, 'RMSprop', 0.0003, 1e-05, 'ReduceLROnPlateau')",0.6434258474430568
model5,"(128, 'RMSprop', 0.0002, 0.00031, 'ReduceLROnPlateau')",0.6511825239154655
model6,"(256, 'RMSprop', 0.0007, 0.00031, 'CyclicLR')",0.6959781915369169
model7,"(192, 'RMSprop', 0.0049, 9e-05, 'CyclicLR')",0.7125329031071193
model8,"(192, 'RMSprop', 0.0076, 0.00024, 'CyclicLR')",0.7555442057864766
model9,"(256, 'RMSprop', 0.0005, 0.0005, 'ExponentialLR')",0.699250771965779
model10,"(128, 'RMSprop', 0.0003, 1e-05, 'ReduceLROnPlateau')",0.6685272001884353
model11,"(192, 'Adam', 0.001, 0.00016, 'CyclicLR')",0.6345169174839074
model12,"(192, 'Adam', 0.0002, 0.00024, 'ExponentialLR')",0.5963516235351562
model13,"(96, 'RMSprop', 0.0005, 0.00027, 'ReduceLROnPlateau')",0.6830074686399648
model14,"(192, 'RMSprop', 0.0005, 0.00081, 'CyclicLR')",0.6894478596432109
model15,"(96, 'Adadelta', 0.0003, 1e-05, 'ReduceLROnPlateau')",0.9973953676895356
