model,chromosome,fitness
model0,"(256, 'Adam', 0.0002, 0.00013, 'ExponentialLR')",0.6714359683453884
model1,"(128, 'Adam', 0.0002, 1e-05, 'ExponentialLR')",0.7246741565597027
model2,"(192, 'RMSprop', 0.0002, 0.00022, 'ReduceLROnPlateau')",0.7515197910006394
model3,"(192, 'Adam', 0.007, 7e-05, 'ReduceLROnPlateau')",0.7487478426960118
model4,"(96, 'RMSprop', 0.0012, 1e-05, 'ExponentialLR')",0.7678409195921915
model5,"(192, 'RMSprop', 0.0035, 0.00059, 'ExponentialLR')",0.8439448129795396
model6,"(256, 'Adam', 0.0043, 0.00099, 'ExponentialLR')",0.8050519938359175
model7,"(256, 'RMSprop', 0.0002, 0.00021, 'CyclicLR')",0.7259152307534766
model8,"(256, 'Adadelta', 0.0054, 3e-05, 'ExponentialLR')",1.2777198732966353
model9,"(128, 'Adadelta', 0.0029, 1e-05, 'CyclicLR')",1.0656813989819773
model10,"(192, 'RMSprop', 0.0008, 3e-05, 'CyclicLR')",0.733447062694813
model11,"(256, 'Adadelta', 0.0002, 5e-05, 'ExponentialLR')",0.9984065297314578
model12,"(256, 'RMSprop', 0.0008, 0.00015, 'CyclicLR')",0.7868000625649376
model13,"(96, 'RMSprop', 0.0006, 1e-05, 'ReduceLROnPlateau')",0.7580958217611093
model14,"(256, 'RMSprop', 0.0054, 1e-05, 'CyclicLR')",0.8162196322780131
model15,"(96, 'RMSprop', 0.0035, 0.00015, 'ReduceLROnPlateau')",0.7779637797714194
