model,chromosome,fitness
model0,"(192, 'Adam', 0.0005, 4e-05, 'CyclicLR')",0.6681331234514866
model1,"(192, 'Adam', 0.0005, 0.00084, 'ExponentialLR')",0.6784123179247922
model2,"(128, 'Adam', 0.0024, 3e-05, 'ReduceLROnPlateau')",0.7223905675551471
model3,"(192, 'Adam', 0.0008, 0.00074, 'ReduceLROnPlateau')",0.7061024541440217
model4,"(128, 'Adam', 0.0037, 0.00012, 'ExponentialLR')",0.7014198400785246
model5,"(128, 'Adadelta', 0.0024, 0.00084, 'ReduceLROnPlateau')",1.0089709748681794
model6,"(96, 'Adam', 0.0016, 6e-05, 'CyclicLR')",0.7207162374120843
model7,"(128, 'RMSprop', 0.0037, 3e-05, 'ExponentialLR')",0.8100197248141784
model8,"(128, 'RMSprop', 0.0005, 3e-05, 'ReduceLROnPlateau')",0.7692462111373082
model9,"(128, 'Adam', 0.0002, 9e-05, 'ReduceLROnPlateau')",0.6834387425571451
model10,"(192, 'Adadelta', 0.0063, 0.0005, 'CyclicLR')",1.0193656277473626
model11,"(192, 'RMSprop', 0.0005, 0.00038, 'CyclicLR')",0.7882734918228501
model12,"(128, 'Adam', 0.0005, 4e-05, 'CyclicLR')",0.6958916315337276
model13,"(128, 'Adam', 0.0024, 3e-05, 'ReduceLROnPlateau')",0.7105693378107018
model14,"(128, 'Adam', 0.0016, 0.00028, 'ExponentialLR')",0.6974737064917679
model15,"(192, 'Adam', 0.0004, 0.00079, 'ReduceLROnPlateau')",0.6922861084608776
