model,chromosome,fitness
model0,"(128, 'RMSprop', 0.0008, 0.00079, 'ReduceLROnPlateau')",0.8156927942924792
model1,"(128, 'Adam', 0.0037, 0.00012, 'ExponentialLR')",0.7078079262657848
model2,"(192, 'Adam', 0.0008, 0.00074, 'ReduceLROnPlateau')",0.6921705163043478
model3,"(192, 'RMSprop', 0.0016, 7e-05, 'CyclicLR')",0.7888633942665042
model4,"(128, 'Adam', 0.0016, 0.00028, 'ExponentialLR')",0.7121731106887388
model5,"(96, 'Adadelta', 0.0016, 0.00047, 'ReduceLROnPlateau')",1.0511973898615348
model6,"(128, 'Adam', 0.0037, 0.0005, 'CyclicLR')",0.7967387245744085
model7,"(192, 'Adam', 0.0005, 0.00084, 'ExponentialLR')",0.674502945921915
model8,"(96, 'RMSprop', 0.0049, 5e-05, 'CyclicLR')",0.8110610688738811
model9,"(256, 'RMSprop', 0.0008, 2e-05, 'CyclicLR')",0.7534576181865409
model10,"(128, 'Adadelta', 0.0014, 9e-05, 'CyclicLR')",1.1424195095660383
model11,"(128, 'Adam', 0.0024, 3e-05, 'ReduceLROnPlateau')",0.6918647161225224
model12,"(96, 'Adadelta', 0.0049, 0.00018, 'ReduceLROnPlateau')",1.0107696840608527
model13,"(192, 'Adam', 0.0005, 4e-05, 'CyclicLR')",0.6713480839643942
model14,"(128, 'RMSprop', 0.0005, 3e-05, 'CyclicLR')",0.7466846670945892
model15,"(96, 'RMSprop', 0.0023, 0.00016, 'ReduceLROnPlateau')",0.8215029196970908
