model,chromosome,fitness
model0,"(96, 'Adadelta', 0.0062, 0.00021, 'CyclicLR')",1.014636657986021
model1,"(192, 'Adadelta', 0.008, 3e-05, 'CyclicLR')",1.0469091859315058
model2,"(96, 'Adadelta', 0.0004, 3e-05, 'CyclicLR')",1.1777000329683505
model3,"(256, 'Adam', 0.0002, 0.00013, 'ExponentialLR')",0.6668179797394501
model4,"(192, 'Adam', 0.007, 7e-05, 'ReduceLROnPlateau')",0.749243850903133
model5,"(128, 'Adam', 0.0002, 1e-05, 'ExponentialLR')",0.7260637600403612
model6,"(256, 'Adam', 0.0043, 0.00066, 'ExponentialLR')",0.8045345218590153
model7,"(256, 'Adadelta', 0.0054, 5e-05, 'CyclicLR')",1.0129186137557944
model8,"(192, 'RMSprop', 0.0002, 0.00022, 'ReduceLROnPlateau')",0.742371620119685
model9,"(128, 'Adadelta', 0.0029, 1e-05, 'CyclicLR')",1.0393736856367888
model10,"(96, 'RMSprop', 0.0012, 1e-05, 'ExponentialLR')",0.7673168133591752
model11,"(192, 'RMSprop', 0.0008, 0.00039, 'CyclicLR')",0.7932240517852861
model12,"(128, 'Adadelta', 0.0026, 7e-05, 'ExponentialLR')",1.1012694219798993
model13,"(128, 'RMSprop', 0.0035, 0.00015, 'ReduceLROnPlateau')",0.8431206822700208
model14,"(96, 'Adadelta', 0.0059, 0.00028, 'CyclicLR')",1.0203960447969949
model15,"(128, 'Adadelta', 0.0007, 3e-05, 'ReduceLROnPlateau')",1.0067074670816016
