model,chromosome,fitness
model0,"(256, 'Adam', 0.0009, 2e-05, 'ExponentialLR')",0.6744239592491208
model1,"(256, 'Adam', 0.0002, 0.00039, 'ExponentialLR')",0.6796035181226023
model2,"(256, 'Adam', 0.0035, 2e-05, 'ReduceLROnPlateau')",0.6922704203964194
model3,"(128, 'RMSprop', 0.0001, 5e-05, 'ReduceLROnPlateau')",0.7225517409536845
model4,"(128, 'Adam', 0.0002, 0.00011, 'ReduceLROnPlateau')",0.6949829725963076
model5,"(128, 'RMSprop', 0.0002, 0.00039, 'ExponentialLR')",0.7166789413413124
model6,"(96, 'Adam', 0.002, 4e-05, 'CyclicLR')",0.747784626758312
model7,"(128, 'Adadelta', 0.0002, 4e-05, 'ReduceLROnPlateau')",1.0045366604309862
model8,"(128, 'RMSprop', 0.0001, 3e-05, 'ReduceLROnPlateau')",0.7025800543977782
model9,"(128, 'RMSprop', 0.0092, 0.00011, 'CyclicLR')",0.8244612515734895
model10,"(96, 'Adam', 0.0092, 2e-05, 'ExponentialLR')",0.7726459161704763
model11,"(96, 'Adam', 0.0032, 0.00036, 'ReduceLROnPlateau')",0.7795953384750639
model12,"(128, 'RMSprop', 0.0002, 5e-05, 'ReduceLROnPlateau')",0.734318491747922
model13,"(96, 'Adam', 0.0035, 4e-05, 'ReduceLROnPlateau')",0.7399174917079604
model14,"(192, 'Adam', 0.0002, 6e-05, 'ExponentialLR')",0.6981477469129636
model15,"(256, 'RMSprop', 0.0001, 5e-05, 'ReduceLROnPlateau')",0.7048085400515505
