model,chromosome,fitness
model0,"(128, 'Adam', 0.0002, 5e-05, 'ExponentialLR')",0.6230026030204665
model1,"(192, 'Adadelta', 0.0003, 0.00012, 'ReduceLROnPlateau')",0.9586566334039393
model2,"(128, 'Adam', 0.001, 0.00016, 'CyclicLR')",0.6406006611568827
model3,"(128, 'Adam', 0.0037, 0.00016, 'ReduceLROnPlateau')",0.6772377658897722
model4,"(128, 'RMSprop', 0.0005, 4e-05, 'CyclicLR')",0.6483188682878521
model5,"(128, 'Adadelta', 0.0006, 1e-05, 'CyclicLR')",1.3193508739202795
model6,"(192, 'Adadelta', 0.006, 0.00032, 'CyclicLR')",0.7270222884483178
model7,"(96, 'RMSprop', 0.0003, 1e-05, 'ReduceLROnPlateau')",0.6710748806805678
model8,"(256, 'Adadelta', 0.0009, 1e-05, 'ExponentialLR')",1.1823296345455545
model9,"(256, 'RMSprop', 0.0003, 6e-05, 'CyclicLR')",0.6406401513328015
model10,"(256, 'Adam', 0.0042, 0.00041, 'ExponentialLR')",0.6972323135590889
model11,"(192, 'Adadelta', 0.0003, 0.00029, 'ReduceLROnPlateau')",0.9564395958269146
model12,"(192, 'RMSprop', 0.0049, 0.00024, 'CyclicLR')",0.7488017015054192
model13,"(192, 'RMSprop', 0.0005, 6e-05, 'ReduceLROnPlateau')",0.6810404817822954
model14,"(256, 'RMSprop', 0.0015, 0.0005, 'ExponentialLR')",0.7084687998597051
model15,"(128, 'Adadelta', 0.0038, 5e-05, 'CyclicLR')",0.9313604865275639
