model,chromosome,fitness
model0,"(256, 'Adam', 0.0013, 1e-05, 'ExponentialLR')",0.6010401551152619
model1,"(256, 'Adam', 0.0004, 1e-05, 'ExponentialLR')",0.6101919899524098
model2,"(192, 'Adam', 0.0002, 1e-05, 'CyclicLR')",0.6131414494044344
model3,"(192, 'Adam', 0.0003, 0.00085, 'ExponentialLR')",0.6189694471762214
model4,"(96, 'Adam', 0.0003, 1e-05, 'ReduceLROnPlateau')",0.6530430753466109
model5,"(192, 'Adam', 0.0022, 5e-05, 'ReduceLROnPlateau')",0.6657784690319652
model6,"(96, 'Adam', 0.0003, 2e-05, 'CyclicLR')",0.6407049474581866
model7,"(96, 'Adadelta', 0.0003, 0.00085, 'ReduceLROnPlateau')",1.0066465995681118
model8,"(256, 'Adam', 0.0003, 0.00014, 'CyclicLR')",0.6265501102931063
model9,"(128, 'RMSprop', 0.0057, 1e-05, 'ReduceLROnPlateau')",0.6909791650906415
model10,"(192, 'Adam', 0.0003, 0.00014, 'CyclicLR')",0.628739961436097
model11,"(96, 'Adam', 0.0018, 0.00014, 'ExponentialLR')",0.6828252228213029
model12,"(256, 'Adam', 0.0003, 1e-05, 'ReduceLROnPlateau')",0.601044023540658
model13,"(96, 'Adam', 0.0003, 1e-05, 'CyclicLR')",0.6722999895122689
model14,"(96, 'Adam', 0.0003, 3e-05, 'ExponentialLR')",0.6511904219506492
model15,"(96, 'Adam', 0.0003, 1e-05, 'ExponentialLR')",0.6491298944177762
