model,chromosome,fitness
model0,"(256, 'RMSprop', 0.0002, 0.00013, 'ReduceLROnPlateau')",0.7139720867966752
model1,"(128, 'Adam', 0.0003, 0.00021, 'ExponentialLR')",0.6933992585867567
model2,"(128, 'Adam', 0.0006, 0.00052, 'ExponentialLR')",0.6959651547014866
model3,"(256, 'Adam', 0.0033, 0.00031, 'ReduceLROnPlateau')",0.7428032370174632
model4,"(96, 'Adam', 0.0001, 0.0009, 'ExponentialLR')",0.7375883214613971
model5,"(256, 'RMSprop', 0.0053, 0.00031, 'ExponentialLR')",0.8339356717551151
model6,"(256, 'Adam', 0.0006, 0.00052, 'ReduceLROnPlateau')",0.6949649430296915
model7,"(256, 'Adam', 0.0003, 0.00017, 'ExponentialLR')",0.6626831991288363
model8,"(128, 'Adam', 0.0053, 0.00021, 'ReduceLROnPlateau')",0.7527956755264945
model9,"(128, 'Adam', 0.0033, 0.00031, 'CyclicLR')",0.7748011128067056
model10,"(128, 'RMSprop', 0.0019, 0.00014, 'ReduceLROnPlateau')",0.7543964044517263
model11,"(128, 'Adam', 0.0002, 0.00052, 'ReduceLROnPlateau')",0.6924692919796995
model12,"(128, 'Adam', 0.0006, 0.00021, 'ExponentialLR')",0.6882079141524137
model13,"(128, 'RMSprop', 0.0002, 0.00062, 'ExponentialLR')",0.767332891673993
model14,"(128, 'Adam', 0.0002, 0.00028, 'ReduceLROnPlateau')",0.6901652538562979
model15,"(128, 'Adam', 0.0046, 6e-05, 'ReduceLROnPlateau')",0.732806115504116
