Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
2	:	1759250979.733	   434.460	0	0	0	0	python python/trainBinary.py --signal MHc160_MA85 --background diboson --channel Run3Mu --fold 3 --model ParticleNet --nNodes 128 --max_epochs 81 --optimizer Adam --initLR 0.001 --weight_decay 0.0001 --scheduler StepLR --loss_type weighted_ce --dropout_p 0.25 --separate_bjets
1	:	1759250979.730	   531.777	0	0	0	0	python python/trainBinary.py --signal MHc160_MA85 --background nonprompt --channel Run3Mu --fold 3 --model ParticleNet --nNodes 128 --max_epochs 81 --optimizer Adam --initLR 0.001 --weight_decay 0.0001 --scheduler StepLR --loss_type weighted_ce --dropout_p 0.25 --separate_bjets
4	:	1759251511.527	   548.697	0	0	0	0	python python/trainBinary.py --signal MHc130_MA90 --background nonprompt --channel Run3Mu --fold 3 --model ParticleNet --nNodes 128 --max_epochs 81 --optimizer Adam --initLR 0.001 --weight_decay 0.0001 --scheduler StepLR --loss_type weighted_ce --dropout_p 0.25 --separate_bjets
5	:	1759252060.245	   487.374	0	0	0	0	python python/trainBinary.py --signal MHc130_MA90 --background diboson --channel Run3Mu --fold 3 --model ParticleNet --nNodes 128 --max_epochs 81 --optimizer Adam --initLR 0.001 --weight_decay 0.0001 --scheduler StepLR --loss_type weighted_ce --dropout_p 0.25 --separate_bjets
3	:	1759251414.206	  2064.049	0	0	0	0	python python/trainBinary.py --signal MHc160_MA85 --background ttZ --channel Run3Mu --fold 3 --model ParticleNet --nNodes 128 --max_epochs 81 --optimizer Adam --initLR 0.001 --weight_decay 0.0001 --scheduler StepLR --loss_type weighted_ce --dropout_p 0.25 --separate_bjets
7	:	1759253478.268	   330.540	0	0	0	0	python python/trainBinary.py --signal MHc100_MA95 --background nonprompt --channel Run3Mu --fold 3 --model ParticleNet --nNodes 128 --max_epochs 81 --optimizer Adam --initLR 0.001 --weight_decay 0.0001 --scheduler StepLR --loss_type weighted_ce --dropout_p 0.25 --separate_bjets
8	:	1759253808.812	   481.305	0	0	0	0	python python/trainBinary.py --signal MHc100_MA95 --background diboson --channel Run3Mu --fold 3 --model ParticleNet --nNodes 128 --max_epochs 81 --optimizer Adam --initLR 0.001 --weight_decay 0.0001 --scheduler StepLR --loss_type weighted_ce --dropout_p 0.25 --separate_bjets
6	:	1759252547.628	  2002.862	0	0	0	0	python python/trainBinary.py --signal MHc130_MA90 --background ttZ --channel Run3Mu --fold 3 --model ParticleNet --nNodes 128 --max_epochs 81 --optimizer Adam --initLR 0.001 --weight_decay 0.0001 --scheduler StepLR --loss_type weighted_ce --dropout_p 0.25 --separate_bjets
9	:	1759254290.123	   881.050	0	0	0	0	python python/trainBinary.py --signal MHc100_MA95 --background ttZ --channel Run3Mu --fold 3 --model ParticleNet --nNodes 128 --max_epochs 81 --optimizer Adam --initLR 0.001 --weight_decay 0.0001 --scheduler StepLR --loss_type weighted_ce --dropout_p 0.25 --separate_bjets
