model,chromosome,fitness
model0,"(256, 'Adam', 0.0003, 0.00017, 'ExponentialLR')",0.6605407246543319
model1,"(256, 'RMSprop', 0.0001, 0.00021, 'ExponentialLR')",0.674956104639546
model2,"(128, 'Adam', 0.0002, 0.00052, 'ReduceLROnPlateau')",0.6917216503406729
model3,"(128, 'Adam', 0.0002, 0.00028, 'ReduceLROnPlateau')",0.6922889182634671
model4,"(128, 'Adam', 0.0006, 0.00021, 'ExponentialLR')",0.6977723260669757
model5,"(192, 'Adam', 0.0002, 0.0001, 'ReduceLROnPlateau')",0.6755878419217551
model6,"(128, 'Adam', 0.0002, 0.00097, 'ExponentialLR')",0.6918620624200768
model7,"(192, 'RMSprop', 0.0002, 0.00052, 'ExponentialLR')",0.7002747674732257
model8,"(128, 'Adam', 0.0002, 0.00021, 'ExponentialLR')",0.7059694568214514
model9,"(128, 'Adam', 0.0002, 3e-05, 'ReduceLROnPlateau')",0.697088139136429
model10,"(256, 'Adam', 0.0004, 0.00052, 'ExponentialLR')",0.6676007439108456
model11,"(128, 'RMSprop', 0.0006, 7e-05, 'ExponentialLR')",0.7649002270320492
model12,"(256, 'Adam', 0.0033, 0.00059, 'ExponentialLR')",0.7873689695392423
model13,"(128, 'Adam', 0.0003, 0.00028, 'ReduceLROnPlateau')",0.6908446016823849
model14,"(128, 'Adam', 0.0085, 0.00052, 'ExponentialLR')",0.7943730268941815
model15,"(128, 'Adam', 0.0002, 0.00021, 'ReduceLROnPlateau')",0.6832372172714194
