model,chromosome,fitness
model0,"(256, 'RMSprop', 0.0001, 1e-05, 'CyclicLR')",0.6719421230618606
model1,"(256, 'Adam', 0.0001, 4e-05, 'ReduceLROnPlateau')",0.6757686839384192
model2,"(256, 'RMSprop', 0.0001, 0.0001, 'ExponentialLR')",0.6767854422254636
model3,"(256, 'RMSprop', 0.0005, 2e-05, 'ExponentialLR')",0.6853253688958599
model4,"(128, 'Adam', 0.0007, 1e-05, 'CyclicLR')",0.6866331759011349
model5,"(256, 'RMSprop', 0.0022, 0.00027, 'CyclicLR')",0.790348765185422
model6,"(256, 'RMSprop', 0.0005, 2e-05, 'ExponentialLR')",0.7249198581861414
model7,"(96, 'RMSprop', 0.0001, 8e-05, 'CyclicLR')",0.7168238803248881
model8,"(256, 'Adam', 0.0059, 1e-05, 'CyclicLR')",0.7230966085058343
model9,"(256, 'Adam', 0.0001, 4e-05, 'ExponentialLR')",0.7173344838954604
model10,"(256, 'Adadelta', 0.0007, 6e-05, 'ExponentialLR')",1.271249288183344
model11,"(256, 'RMSprop', 0.0004, 1e-05, 'CyclicLR')",0.705064466237412
model12,"(128, 'RMSprop', 0.0007, 2e-05, 'ExponentialLR')",0.7498371875499521
model13,"(128, 'RMSprop', 0.0004, 0.0001, 'ExponentialLR')",0.7763114597486414
model14,"(256, 'RMSprop', 0.0005, 0.00025, 'ExponentialLR')",0.7814971065277334
model15,"(256, 'RMSprop', 0.0004, 2e-05, 'ExponentialLR')",0.7331273696001839
