signal,model,test_average_auc,auc_nonprompt,auc_diboson,auc_ttX,dcor_psig_mass1,dcor_psig_mass2,dcor_lr_mass2_60_120,high_lr_fraction_60_120,peak_fraction_all_60_120,peak_fraction_high_lr_60_120
MHc130_MA90,BDT,0.9380292811694554,0.9139075317033081,0.9569262357220943,0.9432540760829634,0.19488221406936646,0.3200267553329468,0.18300020694732666,0.07753415306087204,0.5344660172222019,0.6213085095366652
MHc130_MA90,DNN,0.9322292103649392,0.9012431029974279,0.9560620062056169,0.9393825218917731,0.18394948542118073,0.27167779207229614,0.14285385608673096,0.17540032451831108,0.5344660172222019,0.6157117719449006
MHc130_MA90,DNN_MD,0.9291677419399194,0.8951562853296786,0.9557478324525585,0.936599108037521,0.09475085139274597,0.14015746116638184,0.059037670493125916,0.1307098204433083,0.5344660172222019,0.5842500996562964
MHc130_MA90,ParticleNet,0.9347590558425054,0.9120382926404337,0.9592554995982449,0.9329833752888379,0.07762549072504044,0.12961331009864807,0.05193105340003967,0.14556909572644927,0.5344660172222019,0.568496679202357
MHc130_MA90,ParticleNet_MD,0.9328463687366034,0.9089218132637027,0.9581300820147184,0.9314872109313891,0.06522554159164429,0.09851362556219101,0.08328449726104736,0.1457754771613053,0.5344660172222019,0.5568194890505432
