model,chromosome,fitness
model0,"(192, 'Adam', 0.0002, 0.0005, 'ReduceLROnPlateau')",0.6783359069043718
model1,"(96, 'RMSprop', 0.0002, 2e-05, 'ExponentialLR')",0.728317924167799
model2,"(192, 'RMSprop', 0.0003, 4e-05, 'CyclicLR')",0.7171105582390904
model3,"(96, 'Adam', 0.0046, 1e-05, 'ExponentialLR')",0.7554670953384751
model4,"(128, 'Adam', 0.0002, 1e-05, 'ExponentialLR')",0.7291815482137148
model5,"(192, 'RMSprop', 0.0013, 0.00097, 'CyclicLR')",0.7962234379995204
model6,"(128, 'Adam', 0.0045, 0.0005, 'ReduceLROnPlateau')",0.7841278622522379
model7,"(256, 'RMSprop', 0.0035, 0.0005, 'ReduceLROnPlateau')",0.8564903473915042
model8,"(96, 'Adam', 0.0001, 1e-05, 'ReduceLROnPlateau')",0.7280801836486972
model9,"(128, 'RMSprop', 0.0007, 0.00015, 'ExponentialLR')",0.7836139025285725
model10,"(192, 'RMSprop', 0.0037, 0.00015, 'ReduceLROnPlateau')",0.840729930516704
model11,"(96, 'RMSprop', 0.0026, 4e-05, 'CyclicLR')",0.7832597893522218
model12,"(192, 'RMSprop', 0.0016, 9e-05, 'ReduceLROnPlateau')",0.7950775848935022
model13,"(96, 'Adam', 0.0076, 2e-05, 'ReduceLROnPlateau')",0.7509885822110773
model14,"(192, 'Adam', 0.0087, 2e-05, 'ReduceLROnPlateau')",0.7347160007642664
model15,"(192, 'Adam', 0.0002, 0.00088, 'ReduceLROnPlateau')",0.6754198781669597
