model,chromosome,fitness
model0,"(96, 'Adam', 0.0007, 0.0008, 'ExponentialLR')",0.7514286285166241
model1,"(128, 'Adadelta', 0.0002, 3e-05, 'ReduceLROnPlateau')",0.9771656709558824
model2,"(128, 'Adam', 0.0092, 0.00036, 'CyclicLR')",0.7995116875299713
model3,"(128, 'Adadelta', 0.007, 0.00028, 'ReduceLROnPlateau')",0.9759248309123242
model4,"(256, 'Adadelta', 0.0015, 6e-05, 'ExponentialLR')",0.9849787173063859
model5,"(96, 'RMSprop', 0.0083, 2e-05, 'CyclicLR')",0.8075658305526694
model6,"(256, 'Adadelta', 0.0015, 2e-05, 'CyclicLR')",0.9878552527074009
model7,"(128, 'Adadelta', 0.0001, 3e-05, 'CyclicLR')",1.0054734954443734
model8,"(128, 'Adadelta', 0.0001, 5e-05, 'ReduceLROnPlateau')",1.0218633080992248
model9,"(256, 'RMSprop', 0.0096, 8e-05, 'ReduceLROnPlateau')",0.9073435595578245
model10,"(128, 'Adadelta', 0.0006, 0.00072, 'ExponentialLR')",1.0324294926870206
model11,"(128, 'Adam', 0.0002, 0.00011, 'ReduceLROnPlateau')",0.6967760949488491
model12,"(96, 'Adam', 0.0092, 1e-05, 'CyclicLR')",0.7692162399096867
model13,"(96, 'Adam', 0.002, 4e-05, 'ReduceLROnPlateau')",0.7379843475263747
model14,"(256, 'Adam', 0.0009, 2e-05, 'ExponentialLR')",0.671496379101063
model15,"(256, 'Adam', 0.0002, 0.00039, 'ExponentialLR')",0.6790588847206681
