model,chromosome,fitness
model0,"(192, 'Adam', 0.0002, 4e-05, 'ReduceLROnPlateau')",0.6633372587316176
model1,"(256, 'Adam', 0.0011, 0.00014, 'ExponentialLR')",0.661470769311461
model2,"(256, 'RMSprop', 0.0002, 7e-05, 'ExponentialLR')",0.6707980651074968
model3,"(256, 'Adam', 0.0011, 0.00017, 'ExponentialLR')",0.6661846034057305
model4,"(256, 'RMSprop', 0.0002, 7e-05, 'ExponentialLR')",0.6770056995284527
model5,"(128, 'Adam', 0.0011, 0.00014, 'ReduceLROnPlateau')",0.6991029236932544
model6,"(192, 'Adam', 0.0002, 0.00017, 'CyclicLR')",0.6744109248871084
model7,"(256, 'RMSprop', 0.0001, 0.00088, 'CyclicLR')",0.7221138020000799
model8,"(192, 'Adadelta', 0.0002, 0.00017, 'ExponentialLR')",1.240655923438499
model9,"(256, 'Adam', 0.0004, 6e-05, 'ReduceLROnPlateau')",0.6540406366138507
model10,"(192, 'Adam', 0.0001, 6e-05, 'ExponentialLR')",0.7327707588215313
model11,"(192, 'Adam', 0.0004, 6e-05, 'CyclicLR')",0.6729698864090473
model12,"(128, 'RMSprop', 0.0011, 4e-05, 'ExponentialLR')",0.8004062194043718
model13,"(256, 'Adam', 0.0002, 4e-05, 'ExponentialLR')",0.6699280409556826
model14,"(192, 'Adadelta', 0.0087, 0.00063, 'ExponentialLR')",1.0559345840493126
model15,"(96, 'Adam', 0.0002, 7e-05, 'CyclicLR')",0.7079903292838875
