model,chromosome,fitness
model0,"(192, 'Adam', 0.0001, 0.00016, 'CyclicLR')",0.5979456297108825
model1,"(96, 'Adam', 0.0002, 0.00013, 'ReduceLROnPlateau')",0.624204716212313
model2,"(128, 'Adam', 0.0009, 1e-05, 'ReduceLROnPlateau')",0.6120703253947514
model3,"(96, 'Adam', 0.0006, 0.00021, 'ReduceLROnPlateau')",0.6484105284784881
model4,"(96, 'Adam', 0.0009, 1e-05, 'CyclicLR')",0.6460995741293464
model5,"(96, 'RMSprop', 0.0006, 2e-05, 'CyclicLR')",0.6488927384497414
model6,"(96, 'Adam', 0.0009, 1e-05, 'CyclicLR')",0.6211646711322624
model7,"(192, 'Adam', 0.0009, 0.00016, 'CyclicLR')",0.6258514834121919
model8,"(128, 'Adam', 0.0063, 3e-05, 'CyclicLR')",0.6514476185113611
model9,"(192, 'Adam', 0.0023, 0.00021, 'ExponentialLR')",0.6423383900817011
model10,"(192, 'Adam', 0.0001, 1e-05, 'CyclicLR')",0.6049006824762049
model11,"(96, 'Adam', 0.0009, 0.00021, 'ReduceLROnPlateau')",0.6347575657804247
model12,"(128, 'Adam', 0.0003, 0.00029, 'ReduceLROnPlateau')",0.6209455678160761
model13,"(96, 'RMSprop', 0.0004, 0.00021, 'ReduceLROnPlateau')",0.6709008015377421
model14,"(128, 'Adam', 0.0002, 0.00026, 'ReduceLROnPlateau')",0.6114712567396567
model15,"(256, 'Adam', 0.0003, 2e-05, 'ReduceLROnPlateau')",0.5932880992620764
