model,chromosome,fitness
model0,"(192, 'Adam', 0.0005, 4e-05, 'CyclicLR')",0.6677458389945652
model1,"(192, 'Adam', 0.0005, 0.00084, 'ExponentialLR')",0.6696547876538523
model2,"(128, 'Adam', 0.0002, 9e-05, 'ReduceLROnPlateau')",0.6847445983106218
model3,"(192, 'Adam', 0.0004, 0.00079, 'ReduceLROnPlateau')",0.7008734115249361
model4,"(128, 'Adam', 0.0005, 4e-05, 'CyclicLR')",0.6846375916620044
model5,"(96, 'Adadelta', 0.0024, 3e-05, 'ReduceLROnPlateau')",0.9665257290501119
model6,"(96, 'RMSprop', 0.0013, 6e-05, 'ExponentialLR')",0.7716396946431426
model7,"(192, 'Adadelta', 0.0005, 0.00074, 'ReduceLROnPlateau')",1.049340133471867
model8,"(96, 'Adam', 0.0005, 0.00047, 'ExponentialLR')",0.7043613131393862
model9,"(128, 'Adadelta', 0.0024, 0.00079, 'ReduceLROnPlateau')",1.0498535468450287
model10,"(128, 'Adam', 0.0004, 0.00012, 'CyclicLR')",0.696363678368766
model11,"(128, 'Adam', 0.0002, 9e-05, 'CyclicLR')",0.6933539114949648
model12,"(128, 'Adam', 0.0016, 2e-05, 'ReduceLROnPlateau')",0.6865997704703485
model13,"(128, 'Adam', 0.0037, 3e-05, 'CyclicLR')",0.7517917174512468
model14,"(128, 'RMSprop', 0.0024, 0.00021, 'ReduceLROnPlateau')",0.8457910093809943
model15,"(96, 'RMSprop', 0.0016, 0.00047, 'CyclicLR')",0.8128353031090153
