model,chromosome,fitness
model0,"(192, 'Adam', 0.0001, 1e-05, 'ReduceLROnPlateau')",0.6283182493397887
model1,"(192, 'Adam', 0.0004, 0.00026, 'ReduceLROnPlateau')",0.6500802375900914
model2,"(256, 'Adam', 0.0007, 5e-05, 'ReduceLROnPlateau')",0.6184489290479204
model3,"(256, 'Adam', 0.0015, 8e-05, 'ReduceLROnPlateau')",0.6278103035940251
model4,"(192, 'RMSprop', 0.0004, 6e-05, 'CyclicLR')",0.6832292046345455
model5,"(192, 'Adam', 0.0007, 0.00038, 'ReduceLROnPlateau')",0.6628356181399923
model6,"(128, 'Adadelta', 0.0021, 0.00025, 'ExponentialLR')",0.8951343482648823
model7,"(192, 'Adam', 0.0001, 1e-05, 'ReduceLROnPlateau')",0.6338123805086378
model8,"(256, 'Adadelta', 0.0013, 0.00097, 'CyclicLR')",0.9467444621341329
model9,"(96, 'Adam', 0.0001, 0.00044, 'CyclicLR')",0.6498295958613006
model10,"(192, 'RMSprop', 0.0031, 6e-05, 'ExponentialLR')",0.734435068049901
model11,"(256, 'Adam', 0.0007, 5e-05, 'ExponentialLR')",0.6142594780720455
model12,"(192, 'RMSprop', 0.0004, 0.00023, 'ExponentialLR')",0.704436288753026
model13,"(128, 'RMSprop', 0.0021, 2e-05, 'CyclicLR')",0.6931000830421985
model14,"(96, 'Adam', 0.0001, 1e-05, 'ReduceLROnPlateau')",0.6556668348715339
model15,"(96, 'Adam', 0.0007, 4e-05, 'ExponentialLR')",0.6804236828441351
