model,chromosome,fitness
model0,"(256, 'Adam', 0.0011, 0.00017, 'ExponentialLR')",0.6706806777993126
model1,"(192, 'Adam', 0.0002, 4e-05, 'ReduceLROnPlateau')",0.6673992186251199
model2,"(192, 'Adam', 0.0004, 6e-05, 'CyclicLR')",0.676226603710438
model3,"(256, 'RMSprop', 0.0002, 7e-05, 'ExponentialLR')",0.6707915089014546
model4,"(192, 'Adam', 0.0004, 6e-05, 'CyclicLR')",0.6754671765105499
model5,"(128, 'Adam', 0.0011, 4e-05, 'ExponentialLR')",0.6834308594998801
model6,"(256, 'Adam', 0.0011, 0.00017, 'CyclicLR')",0.7118889303768382
model7,"(256, 'RMSprop', 0.0002, 7e-05, 'ExponentialLR')",0.670531133861493
model8,"(192, 'RMSprop', 0.0079, 7e-05, 'CyclicLR')",0.8166195608465873
model9,"(96, 'Adam', 0.0013, 4e-05, 'CyclicLR')",0.7591610491428229
model10,"(96, 'RMSprop', 0.0066, 3e-05, 'CyclicLR')",0.8133056328424713
model11,"(192, 'Adadelta', 0.0004, 4e-05, 'ReduceLROnPlateau')",1.0678013169856937
model12,"(256, 'Adam', 0.0011, 0.00014, 'ExponentialLR')",0.6676829306365889
model13,"(96, 'Adam', 0.0004, 0.00081, 'CyclicLR')",0.7213617895570252
model14,"(192, 'Adam', 0.0011, 0.00017, 'ReduceLROnPlateau')",0.7257697454193974
model15,"(128, 'RMSprop', 0.0011, 4e-05, 'ReduceLROnPlateau')",0.7835516966212436
