model,chromosome,fitness
model0,"(192, 'Adadelta', 0.0006, 4e-05, 'ReduceLROnPlateau')",0.9430433461363886
model1,"(192, 'Adadelta', 0.0047, 3e-05, 'ReduceLROnPlateau')",0.8426319639443627
model2,"(128, 'RMSprop', 0.0017, 0.00071, 'ExponentialLR')",0.7469814461721501
model3,"(256, 'Adam', 0.0001, 3e-05, 'ReduceLROnPlateau')",0.6106358917666154
model4,"(128, 'Adam', 0.0047, 0.00096, 'ExponentialLR')",0.7194953703544509
model5,"(96, 'Adadelta', 0.0016, 3e-05, 'ReduceLROnPlateau')",0.9220507984430018
model6,"(192, 'Adadelta', 0.0074, 0.00015, 'ReduceLROnPlateau')",0.7318927735105311
model7,"(192, 'Adam', 0.0044, 7e-05, 'ExponentialLR')",0.6931576795980964
model8,"(192, 'Adadelta', 0.0003, 1e-05, 'ReduceLROnPlateau')",1.108215117118728
model9,"(192, 'RMSprop', 0.005, 5e-05, 'ExponentialLR')",0.7592990499147227
model10,"(256, 'Adadelta', 0.0002, 0.0004, 'ExponentialLR')",0.960540771484375
model11,"(128, 'Adam', 0.0032, 0.00022, 'ExponentialLR')",0.693220595238914
model12,"(96, 'Adam', 0.0004, 0.00022, 'ExponentialLR')",0.6447883391044509
model13,"(256, 'Adam', 0.0016, 3e-05, 'ReduceLROnPlateau')",0.6499836881395796
model14,"(256, 'Adam', 0.0032, 3e-05, 'CyclicLR')",0.6609016740825814
model15,"(256, 'Adadelta', 0.0001, 0.0005, 'CyclicLR')",0.9434734935491857
