model,chromosome,fitness
model0,"(96, 'Adam', 0.0003, 1e-05, 'CyclicLR')",0.646910761443662
model1,"(256, 'RMSprop', 0.0004, 1e-05, 'ExponentialLR')",0.684721610915493
model2,"(192, 'Adam', 0.0011, 0.00014, 'CyclicLR')",0.6582708224444322
model3,"(256, 'RMSprop', 0.0002, 0.00016, 'CyclicLR')",0.6592304068551936
model4,"(256, 'Adam', 0.008, 1e-05, 'ExponentialLR')",0.6718235284509794
model5,"(256, 'RMSprop', 0.0008, 0.00016, 'CyclicLR')",0.7001411008163237
model6,"(96, 'Adam', 0.0003, 1e-05, 'CyclicLR')",0.6429214477539062
model7,"(96, 'Adam', 0.0003, 3e-05, 'ExponentialLR')",0.6496939323317836
model8,"(256, 'Adam', 0.0004, 1e-05, 'ExponentialLR')",0.6064550372916209
model9,"(192, 'Adam', 0.0022, 5e-05, 'ReduceLROnPlateau')",0.6666992080043739
model10,"(192, 'Adam', 0.0002, 1e-05, 'CyclicLR')",0.6178710292762434
model11,"(96, 'RMSprop', 0.0057, 1e-05, 'ReduceLROnPlateau')",0.6843944066007372
model12,"(192, 'Adam', 0.0003, 0.00085, 'ExponentialLR')",0.6281459969534001
model13,"(192, 'RMSprop', 0.0022, 0.00022, 'CyclicLR')",0.7162036089829995
model14,"(96, 'Adam', 0.0003, 1e-05, 'ReduceLROnPlateau')",0.64163046823421
model15,"(256, 'Adam', 0.0013, 1e-05, 'ExponentialLR')",0.605650028712313
