model,chromosome,fitness
model0,"(256, 'Adam', 0.0001, 0.00013, 'ReduceLROnPlateau')",0.5914445259201695
model1,"(192, 'Adam', 0.0008, 1e-05, 'CyclicLR')",0.6139580095318001
model2,"(192, 'Adam', 0.0003, 5e-05, 'CyclicLR')",0.6054814298387984
model3,"(192, 'Adam', 0.0008, 1e-05, 'CyclicLR')",0.616117987834232
model4,"(192, 'Adam', 0.0003, 0.00018, 'ReduceLROnPlateau')",0.6171487082897777
model5,"(192, 'Adam', 0.0003, 5e-05, 'ExponentialLR')",0.588241523420307
model6,"(256, 'Adam', 0.0061, 6e-05, 'CyclicLR')",0.6735148362710442
model7,"(128, 'Adam', 0.0058, 0.00013, 'ReduceLROnPlateau')",0.6788798587422975
model8,"(192, 'Adam', 0.0058, 0.00035, 'ExponentialLR')",0.6958973844286421
model9,"(192, 'Adam', 0.0008, 0.00022, 'ReduceLROnPlateau')",0.635893056090449
model10,"(192, 'Adam', 0.0056, 2e-05, 'CyclicLR')",0.6686681828028719
model11,"(96, 'Adam', 0.0008, 5e-05, 'CyclicLR')",0.6334399371079995
model12,"(192, 'Adam', 0.0003, 6e-05, 'CyclicLR')",0.6067364115110585
model13,"(128, 'Adam', 0.0001, 0.00013, 'ReduceLROnPlateau')",0.6121913211446413
model14,"(192, 'Adam', 0.002, 0.00018, 'ReduceLROnPlateau')",0.6757469714527399
model15,"(192, 'Adam', 0.0001, 0.00013, 'CyclicLR')",0.5998750606053312
