model,chromosome,fitness
model0,"(256, 'RMSprop', 0.0002, 0.00039, 'CyclicLR')",0.742991103540601
model1,"(128, 'Adam', 0.0002, 0.00059, 'ExponentialLR')",0.6877202573029891
model2,"(256, 'RMSprop', 0.0087, 2e-05, 'CyclicLR')",0.8350949494735055
model3,"(128, 'Adam', 0.0053, 0.00054, 'ExponentialLR')",0.7744229602082001
model4,"(256, 'Adam', 0.0008, 0.00012, 'ReduceLROnPlateau')",0.6989141205692535
model5,"(96, 'RMSprop', 0.0035, 6e-05, 'ReduceLROnPlateau')",0.7988627011818654
model6,"(192, 'Adam', 0.0053, 3e-05, 'ExponentialLR')",0.753997724684303
model7,"(128, 'RMSprop', 0.0026, 2e-05, 'CyclicLR')",0.7862036819653133
model8,"(256, 'Adam', 0.0006, 1e-05, 'ExponentialLR')",0.6539084588170356
model9,"(256, 'Adadelta', 0.0005, 6e-05, 'ReduceLROnPlateau')",1.007137679078085
model10,"(96, 'Adam', 0.0079, 6e-05, 'CyclicLR')",0.7832430866368286
model11,"(96, 'RMSprop', 0.0002, 9e-05, 'ExponentialLR')",0.7336946375229779
model12,"(192, 'Adadelta', 0.0004, 7e-05, 'ReduceLROnPlateau')",0.9820274879865329
model13,"(128, 'Adam', 0.008, 4e-05, 'ExponentialLR')",0.7760173670776055
model14,"(128, 'Adam', 0.0016, 1e-05, 'ExponentialLR')",0.6895489704883312
model15,"(128, 'RMSprop', 0.0011, 0.0003, 'ExponentialLR')",0.8061264311261189
