model,chromosome,fitness
model0,"(192, 'Adam', 0.0002, 0.00024, 'ExponentialLR')",0.5940613545162577
model1,"(256, 'RMSprop', 0.0003, 6e-05, 'ExponentialLR')",0.643736396037357
model2,"(192, 'Adam', 0.0002, 0.00024, 'ExponentialLR')",0.5903905949122469
model3,"(192, 'Adam', 0.0005, 0.00016, 'CyclicLR')",0.6246243329115317
model4,"(192, 'Adam', 0.0007, 0.00024, 'ExponentialLR')",0.5975198880047865
model5,"(192, 'Adam', 0.0003, 0.00024, 'ReduceLROnPlateau')",0.6019930772378411
model6,"(192, 'Adam', 0.0007, 0.00016, 'ExponentialLR')",0.5990940147722271
model7,"(256, 'Adam', 0.0002, 7e-05, 'CyclicLR')",0.5890566328881492
model8,"(192, 'RMSprop', 0.004, 0.00024, 'ExponentialLR')",0.7433632864079005
model9,"(192, 'Adam', 0.0005, 0.00016, 'CyclicLR')",0.6225039522412797
model10,"(192, 'Adam', 0.0012, 0.00016, 'CyclicLR')",0.640486435151436
model11,"(192, 'Adam', 0.0002, 0.00041, 'ExponentialLR')",0.5892049762564646
model12,"(256, 'RMSprop', 0.0003, 0.00041, 'CyclicLR')",0.67939623980455
model13,"(128, 'Adam', 0.001, 7e-05, 'ReduceLROnPlateau')",0.6350728424502091
model14,"(192, 'RMSprop', 0.0003, 0.00016, 'ReduceLROnPlateau')",0.6655766661738006
model15,"(192, 'RMSprop', 0.0002, 0.00024, 'ExponentialLR')",0.6370847997531085
