model,chromosome,fitness
model0,"(256, 'Adam', 0.0001, 3e-05, 'ReduceLROnPlateau')",0.6199478364326585
model1,"(96, 'Adam', 0.0004, 0.00022, 'ExponentialLR')",0.6440511354258363
model2,"(256, 'Adam', 0.0016, 3e-05, 'ReduceLROnPlateau')",0.6501221992600132
model3,"(256, 'Adam', 0.0032, 3e-05, 'CyclicLR')",0.6605963908450704
model4,"(192, 'Adam', 0.0044, 7e-05, 'ExponentialLR')",0.6431860050684969
model5,"(128, 'Adam', 0.0001, 0.00022, 'ExponentialLR')",0.6576679928202025
model6,"(96, 'Adadelta', 0.0004, 3e-05, 'CyclicLR')",0.8719553343007262
model7,"(192, 'Adadelta', 0.0017, 0.00071, 'ExponentialLR')",0.9223049325002751
model8,"(128, 'RMSprop', 0.0017, 0.00014, 'ExponentialLR')",0.7295468827368508
model9,"(128, 'RMSprop', 0.0005, 0.00071, 'ExponentialLR')",0.7191194883534606
model10,"(128, 'RMSprop', 0.0017, 3e-05, 'ExponentialLR')",0.720336591693717
model11,"(192, 'RMSprop', 0.0074, 0.00015, 'ReduceLROnPlateau')",0.7900053212340449
model12,"(192, 'Adadelta', 0.0002, 4e-05, 'ReduceLROnPlateau')",1.0637641154544455
model13,"(128, 'Adam', 0.0006, 0.00013, 'ReduceLROnPlateau')",0.6470383120254731
model14,"(128, 'Adam', 0.0006, 4e-05, 'CyclicLR')",0.6456740473357725
model15,"(192, 'Adadelta', 0.0044, 7e-05, 'CyclicLR')",0.7356015291356475
