era,channel,masspoint,selection,selection_expr,S,S_err,B_total,B_total_err,B_by_process,B_by_process_err,S_over_sqrtB,S_over_sqrtB_err,S_eff_vs_baseline,B_eff_vs_baseline,signal_complete,background_complete,complete
2018,SR1E2Mu,MHc70_MA15,baseline,1,6.940463634593853,0.04255592841209728,511.427705652417,17.74448126991018,"{""WZ"": 48.07128779021819, ""ZZ"": 10.309873235964623, ""conversion"": 28.74672368736465, ""nonprompt"": 268.739894191036, ""others"": 9.85030710437537, ""tZq"": 21.17385421781102, ""ttH"": 15.710267982657614, ""ttW"": 21.059807523494158, ""ttZ"": 87.76568991949536}","{""WZ"": 1.9942765971779266, ""ZZ"": 0.09169737038485207, ""conversion"": 12.829013513326027, ""nonprompt"": 12.076261105060002, ""others"": 0.09849519008427914, ""tZq"": 0.31857116461517876, ""ttH"": 0.15900255554980436, ""ttW"": 0.27191235468474745, ""ttZ"": 0.5009899709812202}",0.30689962467422693,0.00564685925539761,1.0,1.0,True,True,True
2018,SR1E2Mu,MHc70_MA15,nB_loose_ge1,nB_loose >= 1,6.940463634593853,0.04255592841209728,511.427705652417,17.74448126991018,"{""WZ"": 48.07128779021819, ""ZZ"": 10.309873235964623, ""conversion"": 28.74672368736465, ""nonprompt"": 268.739894191036, ""others"": 9.85030710437537, ""tZq"": 21.17385421781102, ""ttH"": 15.710267982657614, ""ttW"": 21.059807523494158, ""ttZ"": 87.76568991949536}","{""WZ"": 1.9942765971779266, ""ZZ"": 0.09169737038485207, ""conversion"": 12.829013513326027, ""nonprompt"": 12.076261105060002, ""others"": 0.09849519008427914, ""tZq"": 0.31857116461517876, ""ttH"": 0.15900255554980436, ""ttW"": 0.27191235468474745, ""ttZ"": 0.5009899709812202}",0.30689962467422693,0.00564685925539761,1.0,1.0,True,True,True
2018,SR1E2Mu,MHc70_MA15,nB_loose_ge2,nB_loose >= 2,4.82060030063823,0.035397414844189845,238.43374005527497,11.316665805637173,"{""WZ"": 11.135986395408974, ""ZZ"": 3.1620328331370233, ""conversion"": 25.01688838639899, ""nonprompt"": 96.7343633697601, ""others"": 5.280463744034155, ""tZq"": 10.691492986614588, ""ttH"": 11.133887704082289, ""ttW"": 14.598237622490672, ""ttZ"": 60.68038701334816}","{""WZ"": 0.9564700667570246, ""ZZ"": 0.050206486376040284, ""conversion"": 8.583017023336788, ""nonprompt"": 7.292734870540664, ""others"": 0.06870592863102488, ""tZq"": 0.22326840815571145, ""ttH"": 0.13385936123881798, ""ttW"": 0.22231591826517935, ""ttZ"": 0.4189202536253597}",0.31218876374392296,0.007755183272262268,0.6945645931506023,0.4662120128026899,True,True,True
2018,SR1E2Mu,MHc70_MA15,nB_loose_ge3,nB_loose >= 3,1.0711043207491149,0.016825569931616702,42.69703978387169,3.8435477992124527,"{""WZ"": 0.9900923100549814, ""ZZ"": 0.2704442457956702, ""conversion"": 2.9642678414062007, ""nonprompt"": 14.295122802373953, ""others"": 1.5427485608423621, ""tZq"": 1.1927596877433704, ""ttH"": 3.173764707096214, ""ttW"": 1.8475994370918636, ""ttZ"": 16.420240191467077}","{""WZ"": 0.29826017405428173, ""ZZ"": 0.014395174221417388, ""conversion"": 2.8889967322695775, ""nonprompt"": 2.502823247765661, ""others"": 0.02930604517670431, ""tZq"": 0.08496880812676917, ""ttH"": 0.07260942322639653, ""ttW"": 0.08761781674583802, ""ttZ"": 0.22855951293179166}",0.16392035583868603,0.007814410103964267,0.15432748835543672,0.08348597330956879,True,True,True
2018,SR1E2Mu,MHc100_MA60,baseline,1,14.529713190527616,0.0663908087315443,511.427705652417,17.74448126991018,"{""WZ"": 48.07128779021819, ""ZZ"": 10.309873235964623, ""conversion"": 28.74672368736465, ""nonprompt"": 268.739894191036, ""others"": 9.85030710437537, ""tZq"": 21.17385421781102, ""ttH"": 15.710267982657614, ""ttW"": 21.059807523494158, ""ttZ"": 87.76568991949536}","{""WZ"": 1.9942765971779266, ""ZZ"": 0.09169737038485207, ""conversion"": 12.829013513326027, ""nonprompt"": 12.076261105060002, ""others"": 0.09849519008427914, ""tZq"": 0.31857116461517876, ""ttH"": 0.15900255554980436, ""ttW"": 0.27191235468474745, ""ttZ"": 0.5009899709812202}",0.6424878451305414,0.011526010569650079,1.0,1.0,True,True,True
2018,SR1E2Mu,MHc100_MA60,nB_loose_ge1,nB_loose >= 1,14.529713190527616,0.0663908087315443,511.427705652417,17.74448126991018,"{""WZ"": 48.07128779021819, ""ZZ"": 10.309873235964623, ""conversion"": 28.74672368736465, ""nonprompt"": 268.739894191036, ""others"": 9.85030710437537, ""tZq"": 21.17385421781102, ""ttH"": 15.710267982657614, ""ttW"": 21.059807523494158, ""ttZ"": 87.76568991949536}","{""WZ"": 1.9942765971779266, ""ZZ"": 0.09169737038485207, ""conversion"": 12.829013513326027, ""nonprompt"": 12.076261105060002, ""others"": 0.09849519008427914, ""tZq"": 0.31857116461517876, ""ttH"": 0.15900255554980436, ""ttW"": 0.27191235468474745, ""ttZ"": 0.5009899709812202}",0.6424878451305414,0.011526010569650079,1.0,1.0,True,True,True
2018,SR1E2Mu,MHc100_MA60,nB_loose_ge2,nB_loose >= 2,9.885424931791713,0.05468003024458511,238.43374005527497,11.316665805637173,"{""WZ"": 11.135986395408974, ""ZZ"": 3.1620328331370233, ""conversion"": 25.01688838639899, ""nonprompt"": 96.7343633697601, ""others"": 5.280463744034155, ""tZq"": 10.691492986614588, ""ttH"": 11.133887704082289, ""ttW"": 14.598237622490672, ""ttZ"": 60.68038701334816}","{""WZ"": 0.9564700667570246, ""ZZ"": 0.050206486376040284, ""conversion"": 8.583017023336788, ""nonprompt"": 7.292734870540664, ""others"": 0.06870592863102488, ""tZq"": 0.22326840815571145, ""ttH"": 0.13385936123881798, ""ttW"": 0.22231591826517935, ""ttZ"": 0.4189202536253597}",0.6401938339776517,0.015599841303894513,0.6803592612025086,0.4662120128026899,True,True,True
2018,SR1E2Mu,MHc100_MA60,nB_loose_ge3,nB_loose >= 3,2.166457203014465,0.025923726476739434,42.69703978387169,3.8435477992124527,"{""WZ"": 0.9900923100549814, ""ZZ"": 0.2704442457956702, ""conversion"": 2.9642678414062007, ""nonprompt"": 14.295122802373953, ""others"": 1.5427485608423621, ""tZq"": 1.1927596877433704, ""ttH"": 3.173764707096214, ""ttW"": 1.8475994370918636, ""ttZ"": 16.420240191467077}","{""WZ"": 0.29826017405428173, ""ZZ"": 0.014395174221417388, ""conversion"": 2.8889967322695775, ""nonprompt"": 2.502823247765661, ""others"": 0.02930604517670431, ""tZq"": 0.08496880812676917, ""ttH"": 0.07260942322639653, ""ttW"": 0.08761781674583802, ""ttZ"": 0.22855951293179166}",0.33155167871888075,0.015441349014823086,0.14910529716628182,0.08348597330956879,True,True,True
2018,SR1E2Mu,MHc130_MA90,baseline,1,15.135315263876837,0.06814134488828134,511.427705652417,17.74448126991018,"{""WZ"": 48.07128779021819, ""ZZ"": 10.309873235964623, ""conversion"": 28.74672368736465, ""nonprompt"": 268.739894191036, ""others"": 9.85030710437537, ""tZq"": 21.17385421781102, ""ttH"": 15.710267982657614, ""ttW"": 21.059807523494158, ""ttZ"": 87.76568991949536}","{""WZ"": 1.9942765971779266, ""ZZ"": 0.09169737038485207, ""conversion"": 12.829013513326027, ""nonprompt"": 12.076261105060002, ""others"": 0.09849519008427914, ""tZq"": 0.31857116461517876, ""ttH"": 0.15900255554980436, ""ttW"": 0.27191235468474745, ""ttZ"": 0.5009899709812202}",0.6692668989226279,0.011995046070703338,1.0,1.0,True,True,True
2018,SR1E2Mu,MHc130_MA90,nB_loose_ge1,nB_loose >= 1,15.135315263876837,0.06814134488828134,511.427705652417,17.74448126991018,"{""WZ"": 48.07128779021819, ""ZZ"": 10.309873235964623, ""conversion"": 28.74672368736465, ""nonprompt"": 268.739894191036, ""others"": 9.85030710437537, ""tZq"": 21.17385421781102, ""ttH"": 15.710267982657614, ""ttW"": 21.059807523494158, ""ttZ"": 87.76568991949536}","{""WZ"": 1.9942765971779266, ""ZZ"": 0.09169737038485207, ""conversion"": 12.829013513326027, ""nonprompt"": 12.076261105060002, ""others"": 0.09849519008427914, ""tZq"": 0.31857116461517876, ""ttH"": 0.15900255554980436, ""ttW"": 0.27191235468474745, ""ttZ"": 0.5009899709812202}",0.6692668989226279,0.011995046070703338,1.0,1.0,True,True,True
