model,chromosome,fitness
model0,"(192, 'Adam', 0.0002, 0.00088, 'ReduceLROnPlateau')",0.6734714361712756
model1,"(192, 'Adam', 0.0002, 0.0005, 'ReduceLROnPlateau')",0.6702763784267104
model2,"(192, 'RMSprop', 0.0003, 4e-05, 'CyclicLR')",0.7145540281329923
model3,"(96, 'Adam', 0.0001, 1e-05, 'ReduceLROnPlateau')",0.7286314513067456
model4,"(96, 'RMSprop', 0.0002, 2e-05, 'ExponentialLR')",0.7109950229030131
model5,"(128, 'Adam', 0.004, 1e-05, 'CyclicLR')",0.7197397529621563
model6,"(192, 'Adam', 0.0003, 0.00049, 'ExponentialLR')",0.6713063271759111
model7,"(128, 'Adam', 0.0002, 0.0005, 'ExponentialLR')",0.6933269061700768
model8,"(192, 'RMSprop', 0.0007, 0.00011, 'ExponentialLR')",0.7838635847086797
model9,"(128, 'Adam', 0.0045, 0.0005, 'ReduceLROnPlateau')",0.7565632305486732
model10,"(192, 'Adam', 0.0002, 9e-05, 'ReduceLROnPlateau')",0.6702893347386509
model11,"(96, 'Adam', 0.0002, 0.00062, 'ReduceLROnPlateau')",0.7081311316136509
model12,"(192, 'RMSprop', 0.0002, 0.00062, 'ExponentialLR')",0.7052023026644422
model13,"(192, 'Adam', 0.0003, 2e-05, 'ReduceLROnPlateau')",0.6653788925131874
model14,"(256, 'Adam', 0.0002, 1e-05, 'ReduceLROnPlateau')",0.6577808741108536
model15,"(192, 'Adam', 0.0002, 0.00088, 'ReduceLROnPlateau')",0.6732315102501598
