model,chromosome,fitness
model0,"(256, 'Adam', 0.0021, 1e-05, 'ExponentialLR')",0.6515471709658728
model1,"(256, 'Adam', 0.0002, 4e-05, 'CyclicLR')",0.6462432002777334
model2,"(256, 'Adam', 0.0016, 0.00022, 'ExponentialLR')",0.6807378978680467
model3,"(256, 'Adam', 0.0021, 0.0003, 'ExponentialLR')",0.6888227926190856
model4,"(96, 'Adam', 0.0005, 6e-05, 'ExponentialLR')",0.702970226707361
model5,"(96, 'Adadelta', 0.0005, 0.00026, 'ReduceLROnPlateau')",0.9512233099974025
model6,"(256, 'Adam', 0.0021, 8e-05, 'ExponentialLR')",0.6666759286085358
model7,"(96, 'Adam', 0.0016, 6e-05, 'ExponentialLR')",0.7267100926860214
model8,"(256, 'Adam', 0.0066, 4e-05, 'ExponentialLR')",0.7241085276884192
model9,"(96, 'Adam', 0.0059, 6e-05, 'CyclicLR')",0.7773749700287724
model10,"(96, 'Adadelta', 0.0005, 0.00022, 'ExponentialLR')",0.9806097084299072
model11,"(256, 'Adam', 0.0021, 0.0003, 'ReduceLROnPlateau')",0.6783722001878197
model12,"(256, 'Adam', 0.0001, 1e-05, 'ExponentialLR')",0.7204778724924072
model13,"(96, 'Adam', 0.0002, 2e-05, 'CyclicLR')",0.7056265828554588
model14,"(96, 'Adam', 0.0002, 6e-05, 'CyclicLR')",0.6917815927959159
model15,"(96, 'Adadelta', 0.0011, 6e-05, 'ExponentialLR')",1.027098360573849
