model,chromosome,fitness
model0,"(128, 'Adam', 0.0003, 0.0004, 'CyclicLR')",0.6372114906848316
model1,"(128, 'Adam', 0.0009, 0.00061, 'ExponentialLR')",0.6359489333461708
model2,"(256, 'RMSprop', 0.001, 2e-05, 'ExponentialLR')",0.691863583846831
model3,"(192, 'RMSprop', 0.0014, 1e-05, 'ExponentialLR')",0.6913418299715284
model4,"(256, 'RMSprop', 0.0015, 2e-05, 'ExponentialLR')",0.7104939205545775
model5,"(256, 'RMSprop', 0.0003, 0.00048, 'ExponentialLR')",0.7069129406566351
model6,"(128, 'Adam', 0.0009, 0.0009, 'ExponentialLR')",0.6296854153485365
model7,"(128, 'Adadelta', 0.0009, 0.00061, 'CyclicLR')",0.9278545110998019
model8,"(256, 'Adam', 0.0052, 2e-05, 'ExponentialLR')",0.6606573185450594
model9,"(256, 'RMSprop', 0.001, 2e-05, 'ReduceLROnPlateau')",0.6979092880034111
model10,"(256, 'Adadelta', 0.0023, 2e-05, 'CyclicLR')",1.2315206393389635
model11,"(128, 'Adam', 0.0003, 1e-05, 'CyclicLR')",0.6343610521773217
model12,"(128, 'Adam', 0.0015, 0.00061, 'ExponentialLR')",0.6440927747269751
model13,"(256, 'RMSprop', 0.0014, 1e-05, 'CyclicLR')",0.681563417676469
model14,"(256, 'RMSprop', 0.0009, 0.00048, 'ExponentialLR')",0.7253867135920995
model15,"(128, 'Adam', 0.0009, 1e-05, 'ReduceLROnPlateau')",0.61636513723454
