model,chromosome,fitness
model0,"(128, 'Adam', 0.0003, 0.0004, 'CyclicLR')",0.6382048700896787
model1,"(192, 'RMSprop', 0.0014, 1e-05, 'ExponentialLR')",0.6924302007111025
model2,"(256, 'RMSprop', 0.0015, 2e-05, 'ExponentialLR')",0.6950699174907845
model3,"(128, 'Adam', 0.008, 0.00061, 'ExponentialLR')",0.7193975314288072
model4,"(128, 'RMSprop', 0.0052, 0.00048, 'ReduceLROnPlateau')",0.7345820682149538
model5,"(96, 'RMSprop', 0.0052, 0.00048, 'CyclicLR')",0.7443768138616857
model6,"(128, 'Adadelta', 0.0004, 0.00019, 'CyclicLR')",0.9537779042418574
model7,"(256, 'Adadelta', 0.0002, 0.00025, 'CyclicLR')",1.3145805681255502
model8,"(256, 'Adadelta', 0.0014, 1e-05, 'ExponentialLR')",0.9551803159042144
model9,"(192, 'Adadelta', 0.0003, 6e-05, 'ExponentialLR')",0.9682028327189701
model10,"(256, 'RMSprop', 0.001, 2e-05, 'ExponentialLR')",0.6874108113033671
model11,"(128, 'Adam', 0.0009, 0.00061, 'ExponentialLR')",0.6632590495364766
model12,"(256, 'Adadelta', 0.0015, 6e-05, 'ExponentialLR')",0.9664573132152289
model13,"(192, 'Adadelta', 0.0002, 1e-05, 'ExponentialLR')",1.2151119608274648
model14,"(128, 'RMSprop', 0.0015, 0.00061, 'ExponentialLR')",0.7381655196068992
model15,"(192, 'Adadelta', 0.0006, 0.00039, 'ExponentialLR')",0.918519678250165
