model,chromosome,fitness
model0,"(192, 'Adam', 0.0002, 0.00024, 'ExponentialLR')",0.607391787246919
model1,"(128, 'Adam', 0.0002, 5e-05, 'ExponentialLR')",0.6261509640116087
model2,"(192, 'Adam', 0.001, 0.00016, 'CyclicLR')",0.6350738632846886
model3,"(256, 'RMSprop', 0.0003, 6e-05, 'CyclicLR')",0.6396203914158781
model4,"(128, 'Adam', 0.001, 0.00016, 'CyclicLR')",0.642366006340779
model5,"(192, 'RMSprop', 0.001, 0.00016, 'CyclicLR')",0.6900197418642716
model6,"(192, 'Adam', 0.0002, 0.00024, 'ExponentialLR')",0.5849377806757537
model7,"(96, 'RMSprop', 0.0001, 1e-05, 'CyclicLR')",0.6269198135590889
model8,"(256, 'RMSprop', 0.0003, 0.00041, 'ReduceLROnPlateau')",0.678008173553037
model9,"(96, 'RMSprop', 0.0003, 0.00041, 'ExponentialLR')",0.6879082263355524
model10,"(192, 'Adam', 0.001, 0.00016, 'CyclicLR')",0.6381406112455986
model11,"(96, 'Adam', 0.0003, 6e-05, 'CyclicLR')",0.6239717510384573
model12,"(192, 'Adam', 0.0007, 0.00024, 'ExponentialLR')",0.617616465393926
model13,"(192, 'Adam', 0.0005, 0.00016, 'CyclicLR')",0.6106451330050616
model14,"(96, 'RMSprop', 0.0002, 0.00031, 'ReduceLROnPlateau')",0.6822335686482174
model15,"(256, 'RMSprop', 0.0003, 6e-05, 'ExponentialLR')",0.5999342690051441
