train_loss,valid_loss,train_acc,valid_acc,epoch,timestamp,train_loss_smooth,valid_loss_smooth
1.1406412857204842,1.0762888558449284,0.5001678466796875,0.5335258841514587,0,1760416226.047275,,
1.0735708448473968,1.0536382731891447,0.5347781181335449,0.5461816191673279,1,1760416299.0508273,,
1.0568714561409125,1.0430734792063314,0.5440851449966431,0.5532142519950867,2,1760416355.3798544,1.0716573276333303,1.0446439118154587
1.0468096911241223,1.0274036637236994,0.5511834621429443,0.5608563423156738,3,1760416430.0191827,1.050324372339515,1.032841451898698
1.0403933603337356,1.0228152871131897,0.5537644028663635,0.5635242462158203,4,1760416491.802267,1.041015145199259,1.0251788694051003
1.0339765092514082,1.0172765562611241,0.5583062171936035,0.5675784349441528,5,1760416554.5987487,1.0343618477190006,1.01780054386585
1.027024709146116,1.0153253607211574,0.5617435574531555,0.5707821249961853,6,1760416634.6445012,1.0284467590587765,1.0121203598476225
1.0236049687396214,1.0061818515100787,0.5627477169036865,0.574548602104187,7,1760416697.788029,1.022952640289701,1.0063310722189565
1.0172342478230012,0.9990027436325627,0.566784143447876,0.5780280828475952,8,1760416784.045659,1.0176272485176276,1.0002584452590635
1.0129227664883576,0.9938688489698595,0.5702412128448486,0.580138087272644,9,1760416848.6720376,1.012791146412908,0.9933511439831026
1.0073495503910428,0.9869134214616591,0.5731010437011719,0.5847132802009583,10,1760416930.1122305,1.0079852379900116,0.987302166223526
1.0028441986225172,0.9807888543413531,0.5760688185691833,0.5874724388122559,11,1760416990.378805,1.0036152870295436,0.9811219552832264
0.9995754266251399,0.9759369627121957,0.576309084892273,0.5878193974494934,12,1760417052.4792533,0.9998233490483056,0.975832760526288
0.9953844930206597,0.9681016889310652,0.5796409845352173,0.5936824679374695,13,1760417140.3596873,0.9963967383573842,0.9713467572965928
0.9939630765821681,0.9674228751851667,0.5798056125640869,0.5939186811447144,14,1760417199.738515,0.9930391366588337,0.9666728303317103
0.9902164969364358,0.9644834053131842,0.5825601816177368,0.5938306450843811,15,1760417283.5372589,0.9900125823207407,0.9624769634777499
0.9860561901297649,0.9574192195169388,0.5844011306762695,0.5980150699615479,16,1760417345.7564354,0.9871811361619214,0.9589925029585439
0.9844426549346753,0.9549576284423951,0.5834183096885681,0.6004102826118469,17,1760417408.6220617,0.9843409504970358,0.9554595815558589
0.981227262226563,0.9506793863350346,0.5845052599906921,0.6017813086509705,18,1760417489.6715903,0.9822295666073954,0.9527937455523399
0.9797621482577403,0.9497582681717411,0.5866003036499023,0.6019697189331055,19,1760417552.1975336,0.9799843465482724,0.9505857375360305
0.9796595774882333,0.9511542252955898,0.5853584408760071,0.6010118722915649,20,1760417637.1626883,0.9778114133706971,0.9490377627072796
0.9748300898341493,0.9463791794353916,0.5871841311454773,0.6032542586326599,21,1760417692.6238437,0.9761372505286552,0.9487744084288998
0.9735779890468,0.9472177542986409,0.588490903377533,0.6021748781204224,22,1760417757.0613194,0.9741703259212345,0.9478348421473657
0.9728564480163532,0.9493626149431351,0.5875263810157776,0.6020963191986084,23,1760417841.0018957,0.9721084061281641,0.9461771449735087
0.9699275252206365,0.945060436764071,0.5900765061378479,0.6033489108085632,24,1760417906.30781,0.9709070821714135,0.944805359455847
0.9693499785228814,0.9428657394263052,0.5905119776725769,0.6056456565856934,25,1760417991.763063,0.9695226333327799,0.9428853050354988
0.9688234700503962,0.9395202518470825,0.5903837084770203,0.6059494018554688,26,1760418057.5407863,0.9680694355644993,0.9407819993072941
0.9666557448536324,0.9376174821969001,0.592966616153717,0.6084352135658264,27,1760418123.1120338,0.9671614797421674,0.9396429698313437
0.96559045917495,0.9388460863021112,0.5913820862770081,0.6061553359031677,28,1760418210.346199,0.9659752609010515,0.937694382186859
0.9653877461089768,0.939365289384319,0.5912451148033142,0.6035504937171936,29,1760418276.9546964,0.9646049459886286,0.9377520785216362
0.9634188843173022,0.9331228012038816,0.5930805206298828,0.6091089248657227,30,1760418361.9250362,0.9638064211307291,0.9372609336530008
0.9619718954882808,0.9398087335209693,0.5942408442497253,0.6063379049301147,31,1760418425.117348,0.9631585988252521,0.9359461340212054
0.9626631205641357,0.9351617578537234,0.5927847623825073,0.6085182428359985,32,1760418511.845397,0.9621586122992319,0.9341534153107673
0.9623513476475657,0.9322720881431333,0.5929784178733826,0.6109504699707031,33,1760418576.7175236,0.9611042529511054,0.9344451880262744
0.9603878134788748,0.9304016958321294,0.5933053493499756,0.6112467646598816,34,1760418640.2341852,0.960425045636779,0.9327238520306924
0.958147087576669,0.9345816647814166,0.5954629182815552,0.6079140305519104,35,1760418728.1914492,0.9593717441878505,0.9319200770508858
0.9585758589166503,0.9312020535430601,0.5946140289306641,0.6089897751808167,36,1760418793.5293279,0.9582028883129524,0.9316787779331207
0.9573966133194929,0.9311428829546897,0.5944026112556458,0.6102902889251709,37,1760418885.7382746,0.9575008712667327,0.9315589380841102
0.9565070682730754,0.9310655925543078,0.595445454120636,0.6114193201065063,38,1760418953.5171697,0.9567100565526738,0.9301245061620589
0.9568777282477757,0.9298024965870765,0.5966516733169556,0.6107031106948853,39,1760419020.3856149,0.9558640434089319,0.9297455307937437
0.9541930140063749,0.9274095051711605,0.5968955159187317,0.6109737157821655,40,1760419112.847115,0.9550449610422443,0.9286130886885428
0.9543457931979409,0.9293071767014842,0.5965381264686584,0.6105876564979553,41,1760419202.7551277,0.9543452227914798,0.9281540122724348
0.9533012014860548,0.9254806724286848,0.5973329544067383,0.6128296256065369,42,1760419321.1624544,0.9533807851082786,0.9273621817750314
