model,chromosome,fitness
model0,"(192, 'Adadelta', 0.0006, 5e-05, 'ExponentialLR')",1.2704260382853763
model1,"(96, 'Adadelta', 0.0007, 8e-05, 'CyclicLR')",0.9630551405355964
model2,"(192, 'RMSprop', 0.0014, 1e-05, 'ExponentialLR')",0.6904936239752971
model3,"(128, 'RMSprop', 0.0052, 0.00048, 'ReduceLROnPlateau')",0.7356096187108
model4,"(256, 'Adadelta', 0.0001, 6e-05, 'ExponentialLR')",0.882781552596831
model5,"(256, 'Adadelta', 0.0002, 1e-05, 'ExponentialLR')",0.9385350187059859
model6,"(192, 'Adadelta', 0.0008, 2e-05, 'ReduceLROnPlateau')",1.0999861166510783
model7,"(128, 'Adam', 0.0003, 0.0004, 'CyclicLR')",0.6370810925121039
model8,"(192, 'Adadelta', 0.0006, 0.00038, 'ExponentialLR')",1.0459773103955765
model9,"(256, 'RMSprop', 0.0015, 2e-05, 'ExponentialLR')",0.6930226608061455
model10,"(128, 'Adadelta', 0.0005, 0.00031, 'CyclicLR')",0.9154404116348481
model11,"(128, 'Adam', 0.008, 0.00061, 'ExponentialLR')",0.7209296427981954
model12,"(256, 'Adadelta', 0.0004, 1e-05, 'ExponentialLR')",1.0063126255089128
model13,"(192, 'Adadelta', 0.0017, 0.00016, 'CyclicLR')",0.945587480571908
model14,"(192, 'Adadelta', 0.0003, 5e-05, 'ReduceLROnPlateau')",0.9263366914131272
model15,"(128, 'Adadelta', 0.0005, 4e-05, 'ExponentialLR')",1.073366192025198
