model,chromosome,fitness
model0,"(128, 'RMSprop', 0.0001, 0.0002, 'CyclicLR')",0.6553574682961048
model1,"(96, 'Adam', 0.001, 0.00051, 'ExponentialLR')",0.6362844117930238
model2,"(128, 'RMSprop', 0.0006, 2e-05, 'CyclicLR')",0.669599774857642
model3,"(128, 'Adam', 0.0059, 7e-05, 'ExponentialLR')",0.6802117253693056
model4,"(256, 'Adam', 0.0079, 8e-05, 'CyclicLR')",0.6867804728763204
model5,"(128, 'Adadelta', 0.0067, 5e-05, 'ExponentialLR')",0.7796053152828624
model6,"(192, 'RMSprop', 0.0009, 0.0002, 'CyclicLR')",0.6936572974836323
model7,"(192, 'Adadelta', 0.0021, 5e-05, 'ExponentialLR')",1.0282326281910212
model8,"(128, 'RMSprop', 0.0067, 2e-05, 'CyclicLR')",0.7139516481211488
model9,"(256, 'RMSprop', 0.0006, 8e-05, 'CyclicLR')",0.6728417302521181
model10,"(96, 'Adadelta', 0.0003, 0.00051, 'CyclicLR')",0.9985822220923195
model11,"(256, 'RMSprop', 0.0009, 7e-05, 'ExponentialLR')",0.6779355331205986
model12,"(128, 'RMSprop', 0.0048, 0.0002, 'ExponentialLR')",0.741960068823586
model13,"(192, 'Adadelta', 0.0042, 1e-05, 'ExponentialLR')",0.8135918305764189
model14,"(128, 'Adam', 0.0006, 0.00019, 'CyclicLR')",0.6338941547232615
model15,"(128, 'Adadelta', 0.0067, 5e-05, 'CyclicLR')",0.7268639145540892
