model,chromosome,fitness
model0,"(256, 'Adam', 0.0004, 1e-05, 'CyclicLR')",0.6660409132233056
model1,"(256, 'Adam', 0.0004, 2e-05, 'CyclicLR')",0.6644996584528853
model2,"(256, 'Adam', 0.0004, 0.00062, 'ExponentialLR')",0.6731837436061381
model3,"(256, 'Adam', 0.0004, 6e-05, 'CyclicLR')",0.670942613840713
model4,"(256, 'Adam', 0.0005, 8e-05, 'CyclicLR')",0.6765329502427669
model5,"(128, 'Adam', 0.0004, 6e-05, 'ExponentialLR')",0.6906880332380915
model6,"(192, 'RMSprop', 0.0033, 2e-05, 'CyclicLR')",0.7954335712715793
model7,"(96, 'Adam', 0.0002, 6e-05, 'ExponentialLR')",0.7405583608485854
model8,"(96, 'Adam', 0.0003, 8e-05, 'CyclicLR')",0.7059323049872123
model9,"(256, 'Adadelta', 0.0011, 8e-05, 'CyclicLR')",1.1598626256293958
model10,"(128, 'Adam', 0.0005, 2e-05, 'CyclicLR')",0.692515029321851
model11,"(256, 'Adam', 0.0004, 0.00012, 'CyclicLR')",0.6756918046175672
model12,"(256, 'Adam', 0.0004, 2e-05, 'CyclicLR')",0.6630448051120924
model13,"(256, 'Adadelta', 0.0011, 2e-05, 'ReduceLROnPlateau')",1.2760824608375958
model14,"(256, 'Adam', 0.0004, 6e-05, 'CyclicLR')",0.6733696588774776
model15,"(256, 'Adam', 0.0087, 2e-05, 'ExponentialLR')",0.72195333105219
