model,chromosome,fitness
model0,"(256, 'RMSprop', 0.0001, 1e-05, 'CyclicLR')",0.6746174453774376
model1,"(256, 'Adam', 0.0001, 4e-05, 'ReduceLROnPlateau')",0.6776791935991449
model2,"(256, 'RMSprop', 0.0001, 0.0001, 'ExponentialLR')",0.6725685529391784
model3,"(256, 'RMSprop', 0.0005, 2e-05, 'ExponentialLR')",0.7192053441196451
model4,"(128, 'Adam', 0.0007, 1e-05, 'CyclicLR')",0.6994031042699009
model5,"(256, 'Adadelta', 0.0003, 0.00052, 'ExponentialLR')",1.1426616385769661
model6,"(256, 'Adam', 0.0001, 2e-05, 'ExponentialLR')",0.7183185392023658
model7,"(256, 'RMSprop', 0.0003, 1e-05, 'ExponentialLR')",0.6761850810721707
model8,"(256, 'Adam', 0.0002, 0.0001, 'ExponentialLR')",0.6735942089344229
model9,"(256, 'RMSprop', 0.0007, 1e-05, 'ExponentialLR')",0.7698230011688779
model10,"(256, 'RMSprop', 0.0002, 2e-05, 'ExponentialLR')",0.6755171285565856
model11,"(128, 'RMSprop', 0.0001, 2e-05, 'ExponentialLR')",0.6927419989310262
model12,"(256, 'Adadelta', 0.0001, 1e-05, 'ExponentialLR')",0.9465070563509032
model13,"(256, 'Adam', 0.0001, 1e-05, 'ExponentialLR')",0.7231197113271259
model14,"(256, 'RMSprop', 0.0087, 0.00017, 'ReduceLROnPlateau')",0.832857410011389
model15,"(256, 'Adam', 0.0004, 1e-05, 'ReduceLROnPlateau')",0.6658869984814578
