model,chromosome,fitness
model0,"(256, 'Adam', 0.0002, 0.00013, 'ExponentialLR')",0.6682429399026935
model1,"(192, 'RMSprop', 0.0002, 0.00022, 'ReduceLROnPlateau')",0.7043319663123402
model2,"(128, 'RMSprop', 0.0002, 5e-05, 'ReduceLROnPlateau')",0.7014192937280211
model3,"(256, 'RMSprop', 0.0002, 5e-05, 'CyclicLR')",0.6943637233256074
model4,"(128, 'Adam', 0.0002, 1e-05, 'ExponentialLR')",0.7306500603170956
model5,"(128, 'Adadelta', 0.007, 0.00039, 'CyclicLR')",1.003835068334399
model6,"(192, 'RMSprop', 0.0002, 7e-05, 'ReduceLROnPlateau')",0.6988844615419197
model7,"(256, 'RMSprop', 0.007, 5e-05, 'ExponentialLR')",0.8594788846457401
model8,"(192, 'RMSprop', 0.0054, 0.00015, 'ExponentialLR')",0.8492598667778932
model9,"(96, 'RMSprop', 0.0018, 0.00021, 'CyclicLR')",0.8010381908367967
model10,"(128, 'Adam', 0.0008, 0.00021, 'CyclicLR')",0.7199070923163763
model11,"(128, 'Adadelta', 0.0008, 3e-05, 'ReduceLROnPlateau')",0.9588175039462117
model12,"(128, 'RMSprop', 0.0016, 6e-05, 'CyclicLR')",0.7913525671605259
model13,"(192, 'RMSprop', 0.0017, 5e-05, 'CyclicLR')",0.7917019973325607
model14,"(256, 'Adam', 0.0002, 0.00022, 'ExponentialLR')",0.6669935143512228
model15,"(128, 'RMSprop', 0.0002, 5e-05, 'ReduceLROnPlateau')",0.701360600073929
