model,chromosome,fitness
model0,"(128, 'Adam', 0.0002, 2e-05, 'ReduceLROnPlateau')",0.599857504060953
model1,"(128, 'Adam', 0.0002, 7e-05, 'ExponentialLR')",0.6101903329981435
model2,"(96, 'Adam', 0.0004, 2e-05, 'ReduceLROnPlateau')",0.6216004022277227
model3,"(128, 'Adam', 0.001, 5e-05, 'ReduceLROnPlateau')",0.6251734365331064
model4,"(256, 'Adam', 0.0008, 0.00047, 'ExponentialLR')",0.6044415464495668
model5,"(256, 'Adam', 0.0008, 0.0004, 'ReduceLROnPlateau')",0.6365469450997834
model6,"(256, 'Adadelta', 0.0002, 0.00047, 'ExponentialLR')",1.0979175529857674
model7,"(256, 'RMSprop', 0.0009, 0.00047, 'ReduceLROnPlateau')",0.7192460163985148
model8,"(128, 'Adam', 0.0008, 0.00047, 'ExponentialLR')",0.623576007503094
model9,"(256, 'Adam', 0.0002, 0.00047, 'CyclicLR')",0.6014564438621597
model10,"(96, 'Adam', 0.0004, 3e-05, 'CyclicLR')",0.641058893487005
model11,"(96, 'Adam', 0.001, 0.00047, 'ReduceLROnPlateau')",0.6705081750850866
model12,"(96, 'Adam', 0.0008, 4e-05, 'ReduceLROnPlateau')",0.6278385577815594
model13,"(192, 'Adam', 0.001, 7e-05, 'ExponentialLR')",0.5867137946704827
model14,"(128, 'Adam', 0.0052, 7e-05, 'ExponentialLR')",0.617389459893255
model15,"(96, 'Adam', 0.0026, 7e-05, 'ReduceLROnPlateau')",0.6698479680731745
