model,chromosome,fitness
model0,"(256, 'RMSprop', 0.0001, 2e-05, 'ExponentialLR')",0.5914545193524428
model1,"(256, 'RMSprop', 0.0001, 2e-05, 'CyclicLR')",0.6054796568104919
model2,"(256, 'Adam', 0.0001, 2e-05, 'ExponentialLR')",0.6213355803153884
model3,"(96, 'RMSprop', 0.0001, 2e-05, 'ExponentialLR')",0.6362245049275143
model4,"(256, 'RMSprop', 0.0004, 1e-05, 'CyclicLR')",0.6415593859175561
model5,"(96, 'Adam', 0.0001, 1e-05, 'ExponentialLR')",0.6909139928683429
model6,"(96, 'RMSprop', 0.0002, 2e-05, 'CyclicLR')",0.6632728039378851
model7,"(192, 'RMSprop', 0.002, 0.00015, 'CyclicLR')",0.7140141876650529
model8,"(256, 'Adam', 0.0018, 0.0001, 'ExponentialLR')",0.622038075621699
model9,"(96, 'Adadelta', 0.0001, 0.00013, 'CyclicLR')",0.9986057550134794
model10,"(256, 'RMSprop', 0.0001, 1e-05, 'ReduceLROnPlateau')",0.5983291948345345
model11,"(96, 'RMSprop', 0.0008, 3e-05, 'CyclicLR')",0.68130439435932
model12,"(192, 'Adam', 0.0001, 2e-05, 'ReduceLROnPlateau')",0.6021272901078345
model13,"(96, 'RMSprop', 0.0001, 0.0003, 'ExponentialLR')",0.6457058543890295
model14,"(256, 'RMSprop', 0.0001, 2e-05, 'ExponentialLR')",0.5843103972958846
model15,"(256, 'Adam', 0.0001, 0.0003, 'ExponentialLR')",0.5888136742820202
