model,chromosome,fitness
model0,"(256, 'Adam', 0.0002, 4e-05, 'CyclicLR')",0.6496077827785326
model1,"(256, 'Adam', 0.0021, 1e-05, 'ExponentialLR')",0.647850875659367
model2,"(256, 'Adam', 0.0021, 8e-05, 'ExponentialLR')",0.6685458522318574
model3,"(256, 'Adam', 0.0021, 0.0003, 'ReduceLROnPlateau')",0.7551007283008312
model4,"(256, 'Adam', 0.0016, 0.00022, 'ExponentialLR')",0.6794359446181666
model5,"(256, 'Adam', 0.0001, 0.00022, 'ReduceLROnPlateau')",0.6500777222616289
model6,"(96, 'Adam', 0.0087, 0.00028, 'ReduceLROnPlateau')",0.764338734814578
model7,"(128, 'Adam', 0.0021, 0.0003, 'CyclicLR')",0.7736694648137787
model8,"(96, 'Adam', 0.0002, 8e-05, 'CyclicLR')",0.7014242889326247
model9,"(128, 'RMSprop', 0.0002, 0.0003, 'CyclicLR')",0.7546037054427749
model10,"(256, 'RMSprop', 0.0021, 0.0003, 'CyclicLR')",0.8200619592691016
model11,"(96, 'Adam', 0.0012, 4e-05, 'ExponentialLR')",0.729875257253037
model12,"(96, 'Adadelta', 0.0037, 1e-05, 'CyclicLR')",1.0994572673437426
model13,"(256, 'Adam', 0.0066, 4e-05, 'ExponentialLR')",0.7403013419617167
model14,"(256, 'Adam', 0.0021, 2e-05, 'ExponentialLR')",0.6564915649726263
model15,"(256, 'Adadelta', 0.0005, 0.0003, 'CyclicLR')",1.2103460365549072
