model,chromosome,fitness
model0,"(256, 'Adam', 0.0004, 8e-05, 'CyclicLR')",0.6722131909616768
model1,"(128, 'Adam', 0.0012, 4e-05, 'ExponentialLR')",0.694162978540601
model2,"(128, 'Adam', 0.0011, 2e-05, 'CyclicLR')",0.7058584696191657
model3,"(96, 'Adam', 0.0004, 6e-05, 'ExponentialLR')",0.7116282431365889
model4,"(96, 'Adam', 0.0001, 0.00028, 'ReduceLROnPlateau')",0.7138343284197171
model5,"(256, 'RMSprop', 0.0004, 8e-05, 'CyclicLR')",0.7280970424642343
model6,"(128, 'Adam', 0.0062, 9e-05, 'ReduceLROnPlateau')",0.7859070916919757
model7,"(256, 'Adam', 0.0011, 2e-05, 'CyclicLR')",0.6816482739070492
model8,"(128, 'Adadelta', 0.0004, 0.00059, 'ExponentialLR')",1.0094766836337117
model9,"(256, 'Adam', 0.0004, 0.00062, 'ExponentialLR')",0.6669066446211637
model10,"(128, 'Adam', 0.0004, 2e-05, 'CyclicLR')",0.6885280755474744
model11,"(128, 'Adam', 0.0054, 0.00081, 'ExponentialLR')",0.8159228859045317
model12,"(256, 'Adadelta', 0.0029, 0.0001, 'ExponentialLR')",1.072074558423913
model13,"(256, 'Adam', 0.0004, 1e-05, 'CyclicLR')",0.6679426032259032
model14,"(192, 'Adam', 0.0005, 2e-05, 'CyclicLR')",0.6776738081441815
model15,"(256, 'RMSprop', 0.0046, 0.00059, 'ExponentialLR')",0.8584238818234495
