model,chromosome,fitness
model0,"(128, 'Adam', 0.0003, 0.0001, 'ReduceLROnPlateau')",0.6180652027398768
model1,"(128, 'Adam', 0.0002, 5e-05, 'ReduceLROnPlateau')",0.6175197547590229
model2,"(128, 'RMSprop', 0.0001, 0.00013, 'CyclicLR')",0.6386348563180843
model3,"(192, 'RMSprop', 0.0001, 0.00015, 'ExponentialLR')",0.6145167820890185
model4,"(256, 'RMSprop', 0.0001, 0.00013, 'ReduceLROnPlateau')",0.6176098568338744
model5,"(128, 'RMSprop', 0.0001, 5e-05, 'CyclicLR')",0.6222294552225462
model6,"(128, 'Adadelta', 0.0002, 0.00039, 'ReduceLROnPlateau')",0.9213693108357174
model7,"(128, 'RMSprop', 0.0002, 5e-05, 'CyclicLR')",0.6485516185491857
model8,"(256, 'Adam', 0.0001, 0.00013, 'ReduceLROnPlateau')",0.5896059492943992
model9,"(128, 'Adadelta', 0.0002, 0.00015, 'ExponentialLR')",1.187896943428147
model10,"(128, 'Adadelta', 0.0039, 0.00013, 'CyclicLR')",1.0118977721308318
model11,"(192, 'RMSprop', 0.0002, 0.00061, 'ReduceLROnPlateau')",0.6635236068510674
model12,"(96, 'Adadelta', 0.0087, 0.00015, 'ReduceLROnPlateau')",0.6758275636484925
model13,"(128, 'RMSprop', 0.0032, 0.00013, 'ReduceLROnPlateau')",0.6956347613267495
model14,"(96, 'Adadelta', 0.0006, 0.00011, 'ReduceLROnPlateau')",0.8946808828434474
model15,"(256, 'RMSprop', 0.0001, 0.00015, 'CyclicLR')",0.6239857740805183
