model,chromosome,fitness
model0,"(256, 'Adam', 0.0001, 0.00013, 'ReduceLROnPlateau')",0.5797377035651409
model1,"(192, 'Adam', 0.0003, 0.00018, 'ReduceLROnPlateau')",0.6177404699191241
model2,"(192, 'Adam', 0.0008, 1e-05, 'CyclicLR')",0.6176729336590834
model3,"(96, 'Adam', 0.0006, 1e-05, 'CyclicLR')",0.6311088347099196
model4,"(256, 'Adam', 0.0012, 0.00056, 'ExponentialLR')",0.6276980118012764
model5,"(96, 'Adam', 0.0001, 0.00013, 'ReduceLROnPlateau')",0.6288061007647447
model6,"(256, 'Adadelta', 0.0003, 4e-05, 'ExponentialLR')",0.9767905221858495
model7,"(96, 'Adadelta', 0.0008, 6e-05, 'ReduceLROnPlateau')",1.008425860337808
model8,"(96, 'RMSprop', 0.001, 0.00017, 'CyclicLR')",0.6939519962794344
model9,"(256, 'Adadelta', 0.0027, 6e-05, 'ReduceLROnPlateau')",0.779497055833667
model10,"(192, 'RMSprop', 0.0058, 1e-05, 'CyclicLR')",0.6937687833544234
model11,"(256, 'Adam', 0.008, 0.00013, 'ReduceLROnPlateau')",0.6798954815931724
model12,"(96, 'Adam', 0.0001, 6e-05, 'CyclicLR')",0.6280824365750165
model13,"(192, 'Adam', 0.0008, 5e-05, 'CyclicLR')",0.6232037611410651
model14,"(96, 'Adam', 0.0009, 1e-05, 'ExponentialLR')",0.6525837535589514
model15,"(192, 'Adam', 0.0008, 1e-05, 'CyclicLR')",0.6173802228041099
