model,chromosome,fitness
model0,"(256, 'Adam', 0.0003, 0.00017, 'ExponentialLR')",0.6616959437689818
model1,"(128, 'Adam', 0.0006, 0.00021, 'ExponentialLR')",0.6876092701007033
model2,"(128, 'Adam', 0.0002, 0.00028, 'ReduceLROnPlateau')",0.687544176340713
model3,"(128, 'Adam', 0.0002, 0.00052, 'ReduceLROnPlateau')",0.68747291662504
model4,"(128, 'Adam', 0.0003, 0.00021, 'ExponentialLR')",0.6917457678128996
model5,"(128, 'RMSprop', 0.0002, 6e-05, 'ReduceLROnPlateau')",0.7303362990279332
model6,"(128, 'Adam', 0.0029, 0.00017, 'ExponentialLR')",0.703257216821851
model7,"(128, 'Adam', 0.0002, 3e-05, 'ReduceLROnPlateau')",0.6893723431755515
model8,"(256, 'RMSprop', 0.0001, 0.00021, 'ExponentialLR')",0.6784568064657929
model9,"(96, 'Adam', 0.0001, 0.0009, 'ExponentialLR')",0.7347641576586477
model10,"(128, 'Adadelta', 0.0004, 4e-05, 'ExponentialLR')",1.0166791442714993
model11,"(128, 'Adam', 0.0033, 0.00021, 'ReduceLROnPlateau')",0.7368269430097106
model12,"(128, 'Adam', 0.0002, 0.00021, 'ExponentialLR')",0.7008580356607657
model13,"(256, 'Adadelta', 0.0003, 0.00052, 'ExponentialLR')",1.1114501953125
model14,"(128, 'Adam', 0.0002, 0.00021, 'ReduceLROnPlateau')",0.6913506783487852
model15,"(128, 'Adam', 0.0002, 0.00052, 'ExponentialLR')",0.696624833909447
