model,chromosome,fitness
model0,"(256, 'Adam', 0.0006, 1e-05, 'ExponentialLR')",0.6551327132203085
model1,"(256, 'Adam', 0.0002, 4e-05, 'ExponentialLR')",0.6706335355558664
model2,"(128, 'Adam', 0.0016, 1e-05, 'ExponentialLR')",0.6906344908887468
model3,"(128, 'Adam', 0.0006, 1e-05, 'ExponentialLR')",0.6928966161235214
model4,"(128, 'Adam', 0.0002, 0.00039, 'ExponentialLR')",0.68918190100004
model5,"(96, 'Adam', 0.0002, 1e-05, 'ExponentialLR')",0.7537850382382912
model6,"(128, 'Adam', 0.0026, 0.00022, 'ExponentialLR')",0.7054135842091592
model7,"(192, 'Adam', 0.0016, 4e-05, 'ExponentialLR')",0.6748835961227222
model8,"(192, 'Adam', 0.0006, 0.00052, 'ExponentialLR')",0.6779224756733536
model9,"(128, 'Adam', 0.0004, 0.00012, 'ReduceLROnPlateau')",0.686905492602102
model10,"(128, 'Adadelta', 0.0002, 6e-05, 'CyclicLR')",1.2218599831661605
model11,"(96, 'Adadelta', 0.0011, 4e-05, 'ExponentialLR')",0.9776221077765346
model12,"(96, 'Adam', 0.0002, 0.00066, 'ExponentialLR')",0.7127547398247682
model13,"(128, 'RMSprop', 0.0004, 0.00077, 'ExponentialLR')",0.7962356138107417
model14,"(256, 'Adam', 0.0012, 3e-05, 'ExponentialLR')",0.6566403284097266
model15,"(128, 'RMSprop', 0.0006, 1e-05, 'ExponentialLR')",0.7474725045206602
