model,chromosome,fitness
model0,"(192, 'Adam', 0.0053, 2e-05, 'CyclicLR')",0.7543367741967711
model1,"(192, 'Adam', 0.0059, 0.0003, 'CyclicLR')",0.793058039282289
model2,"(128, 'Adadelta', 0.0011, 2e-05, 'ExponentialLR')",1.0454071903472666
model3,"(96, 'RMSprop', 0.0003, 0.00021, 'ExponentialLR')",0.7800222723685262
model4,"(96, 'Adam', 0.0005, 6e-05, 'ExponentialLR')",0.7006231829943255
model5,"(192, 'RMSprop', 0.0002, 7e-05, 'CyclicLR')",0.7007354970478341
model6,"(96, 'Adadelta', 0.0001, 0.00017, 'ReduceLROnPlateau')",0.9939400363151375
model7,"(96, 'RMSprop', 0.0003, 0.0003, 'ExponentialLR')",0.758916752417679
model8,"(256, 'Adam', 0.0002, 4e-05, 'CyclicLR')",0.6504681287214275
model9,"(256, 'Adadelta', 0.0004, 5e-05, 'ExponentialLR')",0.9849079258911445
model10,"(256, 'Adam', 0.0021, 1e-05, 'ExponentialLR')",0.6496635885799632
model11,"(256, 'Adam', 0.0035, 0.00066, 'ExponentialLR')",0.8006838435102301
model12,"(96, 'Adadelta', 0.0001, 8e-05, 'CyclicLR')",1.0516422203434703
model13,"(256, 'Adam', 0.0029, 3e-05, 'ReduceLROnPlateau')",0.6639811718250479
model14,"(96, 'Adam', 0.0016, 6e-05, 'ExponentialLR')",0.6966878983675672
model15,"(192, 'RMSprop', 0.0016, 0.0003, 'CyclicLR')",0.8007025755274936
