model,chromosome,fitness
model0,"(192, 'Adam', 0.001, 4e-05, 'CyclicLR')",0.6843731580183025
model1,"(128, 'Adam', 0.0004, 6e-05, 'CyclicLR')",0.6889006865908728
model2,"(256, 'Adam', 0.0079, 3e-05, 'ExponentialLR')",0.7923780670556266
model3,"(256, 'Adam', 0.0016, 0.00054, 'ReduceLROnPlateau')",0.7403490305556666
model4,"(192, 'RMSprop', 0.0026, 0.00012, 'ReduceLROnPlateau')",0.7995608590752877
model5,"(96, 'Adadelta', 0.0035, 0.00052, 'ExponentialLR')",0.9676585477941176
model6,"(96, 'Adadelta', 0.0035, 0.00097, 'ReduceLROnPlateau')",1.0437343431555706
model7,"(128, 'RMSprop', 0.0035, 4e-05, 'CyclicLR')",0.7929973163263268
model8,"(192, 'RMSprop', 0.0062, 0.00081, 'ReduceLROnPlateau')",0.886664505200008
model9,"(128, 'Adam', 0.0016, 0.00052, 'ReduceLROnPlateau')",0.7455185209698689
model10,"(128, 'Adam', 0.0016, 0.00054, 'ReduceLROnPlateau')",0.7086909067295396
model11,"(96, 'RMSprop', 0.0001, 0.00054, 'ReduceLROnPlateau')",0.7822463872182704
model12,"(128, 'Adam', 0.0011, 3e-05, 'ReduceLROnPlateau')",0.6939410041360294
model13,"(128, 'Adadelta', 0.0004, 0.00017, 'CyclicLR')",1.0564204457470827
model14,"(128, 'Adam', 0.008, 1e-05, 'ReduceLROnPlateau')",0.7522419102661445
model15,"(128, 'Adadelta', 0.001, 0.00099, 'CyclicLR')",1.0373920723605339
