model,chromosome,fitness
model0,"(96, 'RMSprop', 0.0003, 2e-05, 'ExponentialLR')",0.6851540686379016
model1,"(128, 'RMSprop', 0.0013, 0.00028, 'ReduceLROnPlateau')",0.7184379470180458
model2,"(96, 'RMSprop', 0.0004, 3e-05, 'CyclicLR')",0.6847215571873625
model3,"(96, 'Adadelta', 0.0005, 0.00021, 'ReduceLROnPlateau')",0.9555404018348371
model4,"(256, 'Adam', 0.0035, 0.00093, 'CyclicLR')",0.7023491657955546
model5,"(128, 'Adam', 0.0007, 0.00021, 'CyclicLR')",0.6585580530300946
model6,"(128, 'RMSprop', 0.0042, 0.00037, 'CyclicLR')",0.7263065391862896
model7,"(128, 'Adadelta', 0.0022, 5e-05, 'ExponentialLR')",1.0005301891917913
model8,"(256, 'Adam', 0.0023, 2e-05, 'ReduceLROnPlateau')",0.6573852753975022
model9,"(128, 'Adam', 0.0007, 0.00014, 'CyclicLR')",0.656081347398355
model10,"(256, 'RMSprop', 0.0075, 5e-05, 'CyclicLR')",0.7309268897687885
model11,"(96, 'Adam', 0.0002, 0.00034, 'CyclicLR')",0.6517116922727773
model12,"(128, 'Adadelta', 0.0057, 0.0003, 'ExponentialLR')",1.0711788123762105
model13,"(256, 'Adadelta', 0.001, 5e-05, 'ExponentialLR')",1.163967831034056
model14,"(192, 'Adadelta', 0.0029, 0.00014, 'ReduceLROnPlateau')",1.0740882980991417
model15,"(256, 'Adam', 0.0003, 1e-05, 'ReduceLROnPlateau')",0.6136371988645741
