model,chromosome,fitness
model0,"(192, 'Adam', 0.0005, 4e-05, 'CyclicLR')",0.6764760517403293
model1,"(192, 'Adam', 0.0005, 0.00084, 'ExponentialLR')",0.6841290173933025
model2,"(128, 'Adam', 0.0005, 4e-05, 'CyclicLR')",0.695737560691736
model3,"(128, 'Adam', 0.0002, 9e-05, 'ReduceLROnPlateau')",0.6840852313029492
model4,"(128, 'Adam', 0.0016, 2e-05, 'ReduceLROnPlateau')",0.6853821893482257
model5,"(96, 'Adam', 0.0002, 6e-05, 'ExponentialLR')",0.7386493341392263
model6,"(128, 'Adam', 0.0016, 3e-05, 'CyclicLR')",0.708988901904172
model7,"(128, 'Adam', 0.0004, 2e-05, 'ExponentialLR')",0.6977918385849584
model8,"(192, 'Adam', 0.0005, 0.00015, 'ExponentialLR')",0.6619698995214593
model9,"(128, 'Adam', 0.0037, 4e-05, 'ExponentialLR')",0.6949637722786125
model10,"(128, 'Adam', 0.0002, 9e-05, 'ExponentialLR')",0.7087547516883792
model11,"(192, 'Adam', 0.0021, 0.0001, 'CyclicLR')",0.7272492625829204
model12,"(128, 'Adadelta', 0.0021, 3e-05, 'ReduceLROnPlateau')",1.0744871641973706
model13,"(128, 'RMSprop', 0.0004, 0.00012, 'CyclicLR')",0.7578868817185502
model14,"(256, 'Adam', 0.0001, 3e-05, 'ReduceLROnPlateau')",0.6572062694812979
model15,"(128, 'Adadelta', 0.0008, 8e-05, 'ReduceLROnPlateau')",1.1357462461037404
