model,chromosome,fitness
model0,"(256, 'Adam', 0.0002, 3e-05, 'ExponentialLR')",0.5813384103302909
model1,"(192, 'Adam', 0.0001, 3e-05, 'ReduceLROnPlateau')",0.5878970306698639
model2,"(256, 'RMSprop', 0.0002, 0.00019, 'ExponentialLR')",0.6464720471070544
model3,"(192, 'RMSprop', 0.0002, 1e-05, 'ReduceLROnPlateau')",0.6203625367419554
model4,"(96, 'RMSprop', 0.0003, 5e-05, 'CyclicLR')",0.6641700064781869
model5,"(128, 'RMSprop', 0.0002, 0.00013, 'CyclicLR')",0.6488601533493193
model6,"(256, 'RMSprop', 0.0002, 0.00019, 'CyclicLR')",0.6405209985109839
model7,"(256, 'Adadelta', 0.0002, 3e-05, 'ExponentialLR')",1.030968754834468
model8,"(192, 'Adam', 0.0001, 3e-05, 'ReduceLROnPlateau')",0.5886378524327042
model9,"(192, 'Adam', 0.0001, 3e-05, 'CyclicLR')",0.5909445583230198
model10,"(128, 'Adam', 0.0002, 3e-05, 'CyclicLR')",0.5975785359297648
model11,"(128, 'RMSprop', 0.0002, 2e-05, 'ExponentialLR')",0.6111650825727104
model12,"(192, 'RMSprop', 0.0002, 0.00019, 'ExponentialLR')",0.6109862072633044
model13,"(192, 'RMSprop', 0.0002, 0.00019, 'ReduceLROnPlateau')",0.6559384789797339
model14,"(256, 'Adam', 0.0094, 1e-05, 'ReduceLROnPlateau')",0.658318547919245
model15,"(256, 'Adam', 0.0002, 0.00019, 'ExponentialLR')",0.5702715278852104
