model,chromosome,fitness
model0,"(192, 'Adam', 0.0002, 4e-05, 'ReduceLROnPlateau')",0.6703033057015265
model1,"(192, 'Adam', 0.0004, 6e-05, 'CyclicLR')",0.6755417923793159
model2,"(192, 'Adam', 0.0004, 6e-05, 'CyclicLR')",0.6733238434852542
model3,"(256, 'RMSprop', 0.0002, 7e-05, 'ExponentialLR')",0.6750566331321931
model4,"(128, 'Adam', 0.0015, 4e-05, 'ReduceLROnPlateau')",0.6903421153192935
model5,"(192, 'Adam', 0.0004, 0.00014, 'CyclicLR')",0.6772225226282769
model6,"(128, 'Adadelta', 0.0015, 6e-05, 'ReduceLROnPlateau')",0.9859267915301311
model7,"(128, 'RMSprop', 0.0004, 7e-05, 'CyclicLR')",0.7720386866108536
model8,"(192, 'Adadelta', 0.001, 0.00015, 'ReduceLROnPlateau')",1.14172346858769
model9,"(192, 'Adam', 0.0079, 6e-05, 'CyclicLR')",0.7832116324578404
model10,"(192, 'RMSprop', 0.0035, 7e-05, 'CyclicLR')",0.8105772364779812
model11,"(128, 'RMSprop', 0.0015, 4e-05, 'ReduceLROnPlateau')",0.7661761896079763
model12,"(256, 'Adadelta', 0.0008, 0.00012, 'CyclicLR')",1.1773565346017822
model13,"(192, 'Adam', 0.0017, 1e-05, 'CyclicLR')",0.6961449040171436
model14,"(256, 'Adam', 0.0011, 0.00017, 'ExponentialLR')",0.6639146731637627
model15,"(96, 'Adam', 0.0066, 3e-05, 'CyclicLR')",0.7760754363311221
