model,chromosome,fitness
model0,"(96, 'RMSprop', 0.0002, 0.00052, 'CyclicLR')",0.7787513049972027
model1,"(192, 'Adam', 0.0079, 1e-05, 'CyclicLR')",0.7358824590892743
model2,"(192, 'Adam', 0.0004, 6e-05, 'CyclicLR')",0.6714335487931585
model3,"(96, 'Adam', 0.0016, 0.00012, 'CyclicLR')",0.7714250569453325
model4,"(256, 'RMSprop', 0.0002, 7e-05, 'ExponentialLR')",0.6737985440227382
model5,"(192, 'Adadelta', 0.0001, 3e-05, 'ReduceLROnPlateau')",1.0654548976732336
model6,"(96, 'Adadelta', 0.0085, 2e-05, 'ExponentialLR')",0.9926695372442456
model7,"(256, 'Adadelta', 0.0002, 4e-05, 'ReduceLROnPlateau')",1.064001995584239
model8,"(192, 'Adam', 0.0002, 4e-05, 'ReduceLROnPlateau')",0.6635616526884192
model9,"(128, 'Adam', 0.0015, 4e-05, 'ReduceLROnPlateau')",0.6914921050791241
model10,"(256, 'Adadelta', 0.0026, 0.00054, 'CyclicLR')",0.9657872973195732
model11,"(128, 'Adam', 0.0011, 0.00019, 'ExponentialLR')",0.6934402348745204
model12,"(192, 'RMSprop', 0.0005, 1e-05, 'CyclicLR')",0.7063940492127557
model13,"(256, 'Adam', 0.001, 0.00097, 'CyclicLR')",0.7356035861822651
model14,"(128, 'RMSprop', 0.0035, 0.00017, 'CyclicLR')",0.8096899632602701
model15,"(192, 'Adam', 0.0004, 6e-05, 'CyclicLR')",0.6727621171175672
