model,chromosome,fitness
model0,"(128, 'Adam', 0.0011, 3e-05, 'ReduceLROnPlateau')",0.6924735066835838
model1,"(128, 'Adam', 0.0004, 6e-05, 'CyclicLR')",0.6998998929777414
model2,"(192, 'Adam', 0.001, 4e-05, 'CyclicLR')",0.7019071066775895
model3,"(96, 'Adam', 0.0004, 8e-05, 'ReduceLROnPlateau')",0.7061403084289083
model4,"(192, 'Adam', 0.001, 0.00028, 'ReduceLROnPlateau')",0.685992228710438
model5,"(256, 'Adam', 0.0004, 4e-05, 'CyclicLR')",0.6621594831461797
model6,"(256, 'RMSprop', 0.0035, 0.00062, 'ReduceLROnPlateau')",0.8035795011788683
model7,"(192, 'Adam', 0.0062, 6e-05, 'CyclicLR')",0.7825782561241208
model8,"(96, 'Adam', 0.0059, 8e-05, 'ReduceLROnPlateau')",0.7357562521229619
model9,"(192, 'Adam', 0.0037, 0.00054, 'CyclicLR')",0.7871967910805626
model10,"(96, 'Adam', 0.0076, 1e-05, 'CyclicLR')",0.7750339361712756
model11,"(128, 'RMSprop', 0.0059, 0.00052, 'CyclicLR')",0.836334228515625
model12,"(192, 'Adam', 0.0015, 3e-05, 'ReduceLROnPlateau')",0.6704136685032369
model13,"(96, 'Adam', 0.0004, 0.00054, 'ReduceLROnPlateau')",0.7221967692265425
model14,"(128, 'Adam', 0.0016, 3e-05, 'ReduceLROnPlateau')",0.6937024831162084
model15,"(128, 'Adadelta', 0.0066, 6e-05, 'CyclicLR')",1.0890536691271686
