signal,model,test_average_auc,auc_nonprompt,auc_diboson,auc_ttX,dcor_psig_mass1,dcor_psig_mass2,dcor_lr_mass2_60_120,high_lr_fraction_60_120,peak_fraction_all_60_120,peak_fraction_high_lr_60_120
MHc100_MA95,BDT,0.9288919760855089,0.9147565259275676,0.9484524294275446,0.9234669729014146,0.19741813838481903,0.10072052478790283,0.11581525951623917,0.030685694984853414,0.5344660172222019,0.5405030924192069
MHc100_MA95,DNN,0.920981862632075,0.8987378209241508,0.9462870422341396,0.9179207247379346,0.1475195735692978,0.07852429151535034,0.091947041451931,0.1510865292917459,0.5344660172222019,0.575675465239888
MHc100_MA95,ParticleNet,0.9100924575771917,0.8788786786645627,0.9423602809819758,0.9090384130850367,0.1408906728029251,0.07202411442995071,0.07510494440793991,0.14726536148804725,0.5344660172222019,0.562417558882076
