model,chromosome,fitness
model0,"(192, 'Adam', 0.0004, 0.00026, 'ReduceLROnPlateau')",0.6397586876237896
model1,"(192, 'Adam', 0.0013, 0.00044, 'CyclicLR')",0.6824846939301826
model2,"(96, 'Adadelta', 0.0001, 0.00021, 'ReduceLROnPlateau')",1.031250859650088
model3,"(96, 'RMSprop', 0.0009, 0.00045, 'ReduceLROnPlateau')",0.7240968086350132
model4,"(128, 'RMSprop', 0.0008, 2e-05, 'ExponentialLR')",0.6902082738742022
model5,"(96, 'RMSprop', 0.003, 0.00063, 'CyclicLR')",0.7195235238948339
model6,"(256, 'RMSprop', 0.0004, 0.0006, 'ExponentialLR')",0.7190325025101783
model7,"(96, 'Adam', 0.001, 9e-05, 'ExponentialLR')",0.6814239931778169
model8,"(128, 'Adam', 0.0021, 0.00025, 'ExponentialLR')",0.672639121471996
model9,"(256, 'Adadelta', 0.0007, 0.00034, 'ExponentialLR')",1.1418343127613337
model10,"(256, 'Adam', 0.0015, 8e-05, 'ReduceLROnPlateau')",0.6612216788278499
model11,"(256, 'Adam', 0.0007, 5e-05, 'ReduceLROnPlateau')",0.6402274655624175
model12,"(192, 'RMSprop', 0.0004, 6e-05, 'CyclicLR')",0.6617801290162852
model13,"(192, 'Adam', 0.0001, 1e-05, 'ReduceLROnPlateau')",0.6296476444727938
model14,"(96, 'Adam', 0.0023, 0.0001, 'CyclicLR')",0.6858313654510069
model15,"(256, 'Adadelta', 0.0035, 0.00012, 'CyclicLR')",1.163815350599692
