model,chromosome,fitness
model0,"(256, 'Adam', 0.0003, 1e-05, 'ReduceLROnPlateau')",0.6126530606981734
model1,"(192, 'Adam', 0.0003, 0.00014, 'ExponentialLR')",0.622862480056118
model2,"(192, 'Adam', 0.0002, 2e-05, 'CyclicLR')",0.6310707414653939
model3,"(256, 'Adam', 0.0003, 0.00043, 'ReduceLROnPlateau')",0.6464063617545115
model4,"(192, 'Adam', 0.0003, 2e-05, 'ExponentialLR')",0.6265072889730964
model5,"(192, 'Adam', 0.0079, 0.00043, 'ReduceLROnPlateau')",0.7144693723866637
model6,"(192, 'Adam', 0.0003, 0.00014, 'CyclicLR')",0.636488739873322
model7,"(256, 'Adam', 0.0003, 0.00043, 'ReduceLROnPlateau')",0.6412203076859595
model8,"(128, 'Adam', 0.0003, 0.00099, 'ReduceLROnPlateau')",0.6585345738370654
model9,"(128, 'Adam', 0.0076, 0.00014, 'ExponentialLR')",0.7072810858068331
model10,"(96, 'Adam', 0.0001, 3e-05, 'CyclicLR')",0.6544250703193772
model11,"(256, 'RMSprop', 0.0018, 1e-05, 'ExponentialLR')",0.7052695046008473
model12,"(192, 'Adam', 0.0003, 2e-05, 'ExponentialLR')",0.6295082199741417
model13,"(256, 'Adadelta', 0.0023, 0.00043, 'ReduceLROnPlateau')",1.1174982635068222
model14,"(96, 'Adam', 0.0003, 0.00014, 'ReduceLROnPlateau')",0.653594111053037
model15,"(192, 'Adam', 0.0003, 2e-05, 'CyclicLR')",0.6247782102772887
