MHc,MX,variable,events_A,events_H,entries_A,entries_H,mean_A,mean_H,rms_A,rms_H,max_ratio_deviation
70,15,scalar_muon_sublead_phi,200000,200000,200000,200000,-0.000697028828885609,-0.0001687549913045674,1.8120249429775817,1.8185949592664599,0.06597750076010922
70,15,scalar_muon_sublead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
70,15,hplus_pt,200000,200000,200000,200000,88.5598343159772,88.63114074022216,52.60670627934947,52.474392765315464,0.4166666666666673
70,15,hplus_eta,200000,200000,200000,200000,-0.006191154932417718,0.00459536914964241,1.6287957535391075,1.6274457188064826,0.5250000000000004
70,15,hplus_phi,200000,200000,200000,200000,0.00018182827927476833,0.007091975383615109,1.8118527531955906,1.816696581711774,0.07865892972275956
70,15,hplus_mass,200000,200000,200000,200000,69.9999982941424,70.00000214540238,0.002137335636160627,0.0021574684684589032,0.0006801700425107526
70,15,neutral_higgs_pt,200000,200000,200000,200000,44.26162123804594,43.73311109230577,34.53724489275846,34.27945077049958,3.9999999999999947
70,15,neutral_higgs_eta,200000,200000,200000,200000,-0.005000208404524194,0.0014346103542393232,1.5234746625978286,1.5254764357890032,1.0800000000000005
70,15,neutral_higgs_phi,200000,200000,200000,200000,0.0018157932470895589,0.0017329993800660405,1.810836461134647,1.8179220568563108,0.07034104750304482
70,15,neutral_higgs_mass,200000,200000,200000,200000,15.000003139098137,15.000000314906561,0.002133591459552029,0.0021500486998451284,0.006593141928167734
100,60,muon_lead_pt,200000,200000,200000,200000,60.838368565231235,60.755650125651115,32.35868060362724,32.17766752827597,4.000000000000005
100,60,muon_lead_eta,200000,200000,200000,200000,0.0010687236315109982,0.001454244426802753,1.3248900111639508,1.3241840751886769,3.999999999999999
100,60,muon_lead_phi,200000,200000,200000,200000,0.008632496811449524,-0.00035830896732662716,1.8154279293390587,1.815873643590938,0.0623359580052496
100,60,muon_lead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
100,60,muon_sublead_pt,200000,200000,200000,200000,28.24638636090659,28.206574773311377,18.164041660603296,17.899279332490806,4.999999999999999
100,60,muon_sublead_eta,200000,200000,200000,200000,0.00015525007523022828,0.00028918775185390427,1.5055344677484552,1.5014157779855923,0.6538461538461546
100,60,muon_sublead_phi,200000,200000,200000,200000,-0.0015191729112930465,0.0015972024407450785,1.8147401887900565,1.8153026436010744,0.05865314989138304
100,60,muon_sublead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
100,60,electron_lead_pt,200000,200000,75520,75431,36.99573265724429,37.38747351280951,31.758608953061174,32.28401758352271,4.005899431268306
100,60,electron_lead_eta,200000,200000,75520,75431,-0.010178567398377133,-0.008777038685789142,1.4445909818314198,1.4475394964796013,1.402831727008789
100,60,electron_lead_phi,200000,200000,75520,75431,0.00016045869963522921,-0.002382511115341163,1.8166639419026018,1.815119870899646,0.08730409714682508
100,60,electron_lead_mass,200000,200000,75520,75431,0.0,0.0,0.0,0.0,0.0
100,60,electron_sublead_pt,200000,200000,4390,4490,18.66184856068693,18.650927365617754,13.651539196978204,14.604173957080198,3.236822568671119
100,60,electron_sublead_eta,200000,200000,4390,4490,-0.016061684127417045,0.024465358706380138,1.5396362718938574,1.5171229246457059,5.844097995545654
100,60,electron_sublead_phi,200000,200000,4390,4490,0.028652130266941703,-0.003984249404076828,1.8085467808000102,1.8092121519406654,0.6074515873315467
100,60,electron_sublead_mass,200000,200000,4390,4490,0.0,0.0,0.0,0.0,0.0
100,60,udsg_lead_pt,200000,200000,160071,160207,45.47185583865383,45.28892046502958,36.734082617734536,36.772389849081016,4.994906589599701
100,60,udsg_lead_eta,200000,200000,160071,160207,-0.0012289438838570157,-0.002531204211211978,1.4024783505055813,1.393718563371341,1.6644029287109805
100,60,udsg_lead_phi,200000,200000,160071,160207,-0.0006193408451701134,-0.0006265667410131194,1.815781778875393,1.8143760802674724,0.08329006858587462
100,60,udsg_lead_mass,200000,200000,160071,160207,0.0,0.0,0.0,0.0,0.0
100,60,udsg_sublead_pt,200000,200000,79913,80069,23.26537326043475,23.28838217817501,19.02455501005581,19.02191356409559,2.9922067217025186
100,60,udsg_sublead_eta,200000,200000,79913,80069,-0.0010340426484303034,0.0029057403073526927,1.5529898446338266,1.5501486487486533,0.8962981928087035
100,60,udsg_sublead_phi,200000,200000,79913,80069,0.0035214023317758285,0.0017098955740135373,1.812984859539225,1.8135218494013339,0.08767619924327863
100,60,udsg_sublead_mass,200000,200000,79913,80069,0.0,0.0,0.0,0.0,0.0
100,60,b_lead_pt,200000,200000,200000,200000,85.97243709062414,86.11179813345757,39.21999043419436,39.311379891828395,2.599999999999998
100,60,b_lead_eta,200000,200000,200000,200000,0.0034358156335533288,0.0019066791688487743,1.318833974977129,1.311743826929729,1.4999999999999996
100,60,b_lead_phi,200000,200000,200000,200000,-0.0031474959882353153,-0.004139106088669357,1.8152844420229581,1.8134242548357373,0.05386112913692398
100,60,b_lead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
100,60,b_sublead_pt,200000,200000,200000,200000,48.953731745428236,48.841416813460704,29.594851827753814,29.55204137750353,3.0000000000000053
100,60,b_sublead_eta,200000,200000,200000,200000,-0.0004580477952167711,0.0011574639773927163,1.577814632892614,1.5809720739110147,0.5040650406504064
100,60,b_sublead_phi,200000,200000,200000,200000,0.0011580060374091832,-0.0007189836733661305,1.8136913896839495,1.816313562998687,0.05426356589147319
100,60,b_sublead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
100,60,top_hplus_b_lead_pt,200000,200000,200000,200000,61.94423412421114,61.91452540879329,36.014536099343836,36.075010402628585,2.6000000000000063
100,60,top_hplus_b_lead_eta,200000,200000,200000,200000,0.0009631481193279809,0.0008993136320825961,1.453381123297317,1.4531575624282624,0.565217391304347
100,60,top_hplus_b_lead_phi,200000,200000,200000,200000,-0.0008811726345811508,-0.002654761986889509,1.817061721807912,1.8144003269781408,0.04942965779467712
100,60,top_hplus_b_lead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
100,60,top_w_b_lead_pt,200000,200000,200000,200000,72.94541151271811,73.00104664194318,41.727431049900424,41.831586581615966,2.333333333333336
100,60,top_w_b_lead_eta,200000,200000,200000,200000,0.0020175918733500546,0.002165502459509978,1.4546277430961956,1.4518334314051153,0.7500000000000002
100,60,top_w_b_lead_phi,200000,200000,200000,200000,-0.0011083173162449674,-0.002203327775146071,1.8119133545733515,1.8153401023894675,0.06466876971608859
100,60,top_w_b_lead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
100,60,top_w_electron_lead_pt,200000,200000,39647,40225,50.95649417903951,51.01387752076719,35.285793866259155,35.85068613901788,3.9281541330018666
100,60,top_w_electron_lead_eta,200000,200000,39647,40225,-0.004480770992881937,-0.01247897474686835,1.4473023523842488,1.4503383186506429,2.942523306401492
100,60,top_w_electron_lead_phi,200000,200000,39647,40225,0.006218703004219681,0.011899813871958655,1.8103270217125633,1.8148154036848678,0.1261961736876931
100,60,top_w_electron_lead_mass,200000,200000,39647,40225,0.0,0.0,0.0,0.0,0.0
100,60,top_w_muon_lead_pt,200000,200000,40115,39966,51.162639304249765,51.02274624643577,36.14743054051927,35.71898063908435,6.026097182605203
100,60,top_w_muon_lead_eta,200000,200000,40115,39966,-0.007265462072305162,-0.002322113685040701,1.4535280277325755,1.4436988277321001,1.258388380123105
100,60,top_w_muon_lead_phi,200000,200000,40115,39966,-0.0018158312189309757,-0.0011620785097381022,1.8112081730532605,1.8165801053567483,0.1965541636634709
100,60,top_w_muon_lead_mass,200000,200000,40115,39966,0.0,0.0,0.0,0.0,0.0
100,60,scalar_muon_lead_pt,200000,200000,200000,200000,58.231086542944325,58.13681438252797,31.2083165491429,30.989763056427794,3.9999999999999982
100,60,scalar_muon_lead_eta,200000,200000,200000,200000,0.0016413109808180145,0.0020746027879802328,1.3339555129487417,1.3356625170919578,3.9999999999999982
100,60,scalar_muon_lead_phi,200000,200000,200000,200000,0.010112384868315014,0.00030636811378693507,1.8152982087094094,1.8163578043007802,0.07699680511182105
100,60,scalar_muon_lead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
100,60,scalar_muon_sublead_pt,200000,200000,200000,200000,23.518509862045295,23.526632328649036,14.331858739261541,14.321996883973931,3.0000000000000018
100,60,scalar_muon_sublead_eta,200000,200000,200000,200000,-0.0010850383449870385,0.0005262284399500392,1.5636752004075591,1.5643826591698557,0.615384615384615
100,60,scalar_muon_sublead_phi,200000,200000,200000,200000,-0.0036629895046583734,0.0017772051753265094,1.8142508837887805,1.8152843710722981,0.07966942148760392
100,60,scalar_muon_sublead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
100,60,hplus_pt,200000,200000,200000,200000,89.35139936843007,89.38360016835172,54.025153729887734,53.96703421902143,0.720000000000002
100,60,hplus_eta,200000,200000,200000,200000,0.002452502499986756,0.003555426603282507,1.7511531336800712,1.7524581425548453,0.23225806451612907
100,60,hplus_phi,200000,200000,200000,200000,0.006068660253308959,0.00046499122222258473,1.8151922444674535,1.8153403664497427,0.059322033898304594
100,60,hplus_mass,200000,200000,200000,200000,99.99999055564032,100.00000874150456,0.002142706489510279,0.0021434033406687795,0.006008299088707814
100,60,neutral_higgs_pt,200000,200000,200000,200000,63.150178223683206,63.05698754220224,41.96018464152628,41.72603896383067,2.333333333333332
100,60,neutral_higgs_eta,200000,200000,200000,200000,0.001400722559368875,0.00232344368658965,1.7088326531209008,1.7098394010521956,0.39285714285714346
100,60,neutral_higgs_phi,200000,200000,200000,200000,0.004879233570460772,-0.0010481375780028136,1.8154516485674477,1.8162530593350523,0.054054054054053724
100,60,neutral_higgs_mass,200000,200000,200000,200000,60.00000127864059,60.00000083192284,0.0021491933596707357,0.0021434588201443474,0.004673553304583189
130,90,muon_lead_pt,200000,200000,200000,200000,75.06509150235598,75.08917836958588,34.6405820629799,34.74086521255046,6.000000000000003
130,90,muon_lead_eta,200000,200000,200000,200000,0.006916922249463919,-0.0015638341995268272,1.3179788839795878,1.3196523326760343,1.0000000000000004
130,90,muon_lead_phi,200000,200000,200000,200000,0.0013788925205661753,0.0004317381061188228,1.8142447290905024,1.8140279996134108,0.07828608247422641
130,90,muon_lead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
130,90,muon_sublead_pt,200000,200000,200000,200000,36.33663488659467,36.269608144599886,19.745013350340272,19.754572651821128,2.999999999999998
130,90,muon_sublead_eta,200000,200000,200000,200000,0.005314587165753008,-0.0022138293144649233,1.505801508337167,1.502884702391426,0.6249999999999998
130,90,muon_sublead_phi,200000,200000,200000,200000,0.0014807051421987713,-0.0024975284828085134,1.814090963135715,1.8133691963631748,0.04379562043795615
130,90,muon_sublead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
130,90,electron_lead_pt,200000,200000,75296,75069,36.520595951394846,36.322405815018314,31.9391732337863,31.62059736418356,5.018143308156481
130,90,electron_lead_eta,200000,200000,75296,75069,0.009864520253703109,0.001680257938237737,1.442104018783431,1.4512499613216456,4.015119423463745
130,90,electron_lead_phi,200000,200000,75296,75069,-0.005377274625245058,0.01561137827072054,1.8199455190528608,1.8171915096066986,0.11285028096364047
130,90,electron_lead_mass,200000,200000,75296,75069,0.0,0.0,0.0,0.0,0.0
130,90,electron_sublead_pt,200000,200000,4402,4378,18.16019306757073,17.77109828680528,13.06216746890929,12.465416501389956,6.038373686614899
130,90,electron_sublead_eta,200000,200000,4402,4378,0.02440986931267257,0.019615794390298848,1.5263878152286758,1.5218789871170433,5.032891731384198
130,90,electron_sublead_phi,200000,200000,4402,4378,0.0220611741559316,0.026902987133388494,1.8028305567538085,1.7830802943641184,0.48265983228933496
130,90,electron_sublead_mass,200000,200000,4402,4378,0.0,0.0,0.0,0.0,0.0
130,90,udsg_lead_pt,200000,200000,160129,160229,44.69021195003566,44.576427720173726,36.96595843521461,36.85367086617083,2.9975035730111252
130,90,udsg_lead_eta,200000,200000,160129,160229,0.004856892661081655,-0.005169206597713204,1.3974972099461245,1.3963765422329613,1.141519771255961
130,90,udsg_lead_phi,200000,200000,160129,160229,0.004328655305160564,0.0005319423228284381,1.8149165420538764,1.8188100019166533,0.06116911868507868
130,90,udsg_lead_mass,200000,200000,160129,160229,0.0,0.0,0.0,0.0,0.0
130,90,udsg_sublead_pt,200000,200000,80167,80320,23.03002510566021,23.006336113637936,18.93234035120304,19.068102652640693,2.992380478087645
130,90,udsg_sublead_eta,200000,200000,80167,80320,0.0004881992105129496,-0.008283509380207261,1.5521996397854005,1.5518199239444996,0.5247166097514704
130,90,udsg_sublead_phi,200000,200000,80167,80320,-0.0030917153209302746,0.003992405554542998,1.8172713509775793,1.812151814248521,0.11221668021328768
130,90,udsg_sublead_mass,200000,200000,80167,80320,0.0,0.0,0.0,0.0,0.0
130,90,b_lead_pt,200000,200000,200000,200000,77.38838479682842,77.58332971026068,39.01236666101783,39.12801736135629,1.999999999999997
130,90,b_lead_eta,200000,200000,200000,200000,0.003696202661354999,-0.0038038338841557794,1.3399049503139095,1.3394148429722363,1.5000000000000004
130,90,b_lead_phi,200000,200000,200000,200000,0.0038370093398947176,0.0014067495722362613,1.8141700560628398,1.8138649162246119,0.06154864328259424
130,90,b_lead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
130,90,b_sublead_pt,200000,200000,200000,200000,35.960789927447735,36.050600878464586,21.420625421608335,21.513107967779963,2.9999999999999987
130,90,b_sublead_eta,200000,200000,200000,200000,0.0009342476270177033,-0.004185791441013715,1.5561458713399066,1.5548033418904785,0.3088235294117647
130,90,b_sublead_phi,200000,200000,200000,200000,0.0035036298880751567,-0.004293161187888532,1.8177255706729056,1.8109415735753467,0.08511326860841306
130,90,b_sublead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
130,90,top_hplus_b_lead_pt,200000,200000,200000,200000,40.47678503172685,40.5612698958425,24.07422829696916,24.175111388875525,4.999999999999999
130,90,top_hplus_b_lead_eta,200000,200000,200000,200000,0.0016905108280131122,-0.004514919924854094,1.4516085345684804,1.4512354515006953,0.5909090909090913
130,90,top_hplus_b_lead_phi,200000,200000,200000,200000,0.0018808375060472063,0.00042202209436887207,1.8190446363626296,1.8101995073787185,0.07593688362919093
130,90,top_hplus_b_lead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
130,90,top_w_b_lead_pt,200000,200000,200000,200000,72.86110080724859,73.06202395359868,41.65361137517159,41.75836679998266,1.9999999999999964
130,90,top_w_b_lead_eta,200000,200000,200000,200000,0.0029420553535847694,-0.003474431088144483,1.4523389149959047,1.4508157529840966,0.5714285714285714
130,90,top_w_b_lead_phi,200000,200000,200000,200000,0.0054598017219226165,-0.0033084337100210827,1.812845692438285,1.8146080422617425,0.05495300072306564
130,90,top_w_b_lead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
130,90,top_w_electron_lead_pt,200000,200000,39749,39671,50.93752797797347,50.544896652684464,35.76659378148404,35.43545049723656,5.011797030576481
130,90,top_w_electron_lead_eta,200000,200000,39749,39671,0.008191709384110535,0.005809215091173378,1.4453261016691437,1.4545684697600678,4.0098308588137455
130,90,top_w_electron_lead_phi,200000,200000,39749,39671,-0.009152384613675502,0.01352014071132138,1.8177192880662965,1.8187105109589734,0.22104013135155287
130,90,top_w_electron_lead_mass,200000,200000,39749,39671,0.0,0.0,0.0,0.0,0.0
130,90,top_w_muon_lead_pt,200000,200000,40322,40188,50.93669951426502,50.946187234782016,35.57911768911831,35.711057923041416,6.023340300587248
130,90,top_w_muon_lead_eta,200000,200000,40322,40188,0.0001444571450812945,-0.0015242165302066025,1.448396681240831,1.4484729943580787,1.508335821638299
130,90,top_w_muon_lead_phi,200000,200000,40322,40188,-0.006801468303920027,0.004054692947252758,1.8065417407443418,1.8141323762194705,0.1339936222583442
130,90,top_w_muon_lead_mass,200000,200000,40322,40188,0.0,0.0,0.0,0.0,0.0
130,90,scalar_muon_lead_pt,200000,200000,200000,200000,73.6170251146777,73.66783070717695,34.23172431882971,34.31360368914954,5.999999999999997
130,90,scalar_muon_lead_eta,200000,200000,200000,200000,0.0070050486553961625,-0.0010117738868840591,1.3269604269701873,1.327551392234576,2.7499999999999987
130,90,scalar_muon_lead_phi,200000,200000,200000,200000,0.0016320577310337968,0.0018215213426322047,1.814729615015695,1.8132750231649568,0.07575757575757636
130,90,scalar_muon_lead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
130,90,scalar_muon_sublead_pt,200000,200000,200000,200000,32.29853217421788,32.20965116415471,16.67110351610349,16.57866037708905,4.000000000000005
130,90,scalar_muon_sublead_eta,200000,200000,200000,200000,0.0026145970830184478,-0.004121127821766913,1.5643068356472773,1.564340518540301,0.4615384615384619
130,90,scalar_muon_sublead_phi,200000,200000,200000,200000,0.005059135173862311,-0.003208176486717931,1.8137496754626017,1.8143261365502648,0.05268199233716486
130,90,scalar_muon_sublead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
130,90,hplus_pt,200000,200000,200000,200000,94.80437517580796,94.93281230057967,56.12149396915204,56.23395081587675,0.564102564102565
130,90,hplus_eta,200000,200000,200000,200000,0.009145980044281013,-0.0028123264134442168,1.8299565486688936,1.8294580969480863,0.30158730158730274
130,90,hplus_phi,200000,200000,200000,200000,0.0032068614448011196,0.0027329392064375626,1.8164206418106568,1.8138657579387365,0.057353412367830314
130,90,hplus_mass,200000,200000,200000,200000,129.99998770708797,130.0000029377975,0.0021354818735462053,0.0021409026211397847,0.0033522460048232006
130,90,neutral_higgs_pt,200000,200000,200000,200000,73.45903196620995,73.52975342459463,46.52570099429449,46.53503437654845,0.7999999999999994
130,90,neutral_higgs_eta,200000,200000,200000,200000,0.008626949480611197,-0.0038266657011225614,1.7961649570359013,1.794067947639726,0.25714285714285756
130,90,neutral_higgs_phi,200000,200000,200000,200000,0.006099439882975843,0.006867283289808424,1.81455798058505,1.8138312828191845,0.04905418403334427
130,90,neutral_higgs_mass,200000,200000,200000,200000,89.9999999285804,90.00000360411391,0.002149898578501122,0.0021358078725936063,0.006863955203660899
160,155,muon_lead_pt,200000,200000,200000,200000,113.34597031420097,113.04477637782973,44.28371739031274,44.05348144243295,2.0
160,155,muon_lead_eta,200000,200000,200000,200000,0.00548791623680075,-0.0017407645638544056,1.3177177083549385,1.321017837463682,1.166666666666666
160,155,muon_lead_phi,200000,200000,200000,200000,-0.0020819117597931877,0.0012225576654199986,1.8131161745946278,1.8151476073769675,0.059571088165210506
160,155,muon_lead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
160,155,muon_sublead_pt,200000,200000,200000,200000,55.915554932511746,55.91942336609541,26.151478279441008,26.080004074607192,6.000000000000001
160,155,muon_sublead_eta,200000,200000,200000,200000,-0.003044860209370754,-0.006410856275172336,1.5369086090147688,1.534823529272222,0.59375
160,155,muon_sublead_phi,200000,200000,200000,200000,0.004805845670495662,0.00586638471433193,1.8126748865768683,1.8121402183331279,0.053553719008264444
160,155,muon_sublead_mass,200000,200000,200000,200000,0.0,0.0,0.0,0.0,0.0
160,155,electron_lead_pt,200000,200000,75418,75840,28.178772847906735,28.223086531194763,35.33861671978588,35.49979080960212,2.977742616033764
160,155,electron_lead_eta,200000,200000,75418,75840,0.006923328213908515,-0.008021603754806685,1.4465035190545334,1.4476078768987446,0.7402623945147679
