model,chromosome,fitness
model0,"(192, 'Adam', 0.001, 4e-05, 'CyclicLR')",0.7000368708539801
model1,"(128, 'Adam', 0.0004, 6e-05, 'CyclicLR')",0.6985909932714593
model2,"(128, 'Adam', 0.0011, 3e-05, 'ReduceLROnPlateau')",0.6915820187619884
model3,"(128, 'Adam', 0.0016, 0.00054, 'ReduceLROnPlateau')",0.7500913185841592
model4,"(256, 'Adam', 0.0016, 0.00054, 'ReduceLROnPlateau')",0.7648512115868766
model5,"(128, 'RMSprop', 0.0016, 0.00052, 'CyclicLR')",0.8077325455063139
model6,"(192, 'Adam', 0.001, 0.00028, 'ReduceLROnPlateau')",0.7295796035805626
model7,"(128, 'RMSprop', 0.0016, 0.00028, 'CyclicLR')",0.8027826099444533
model8,"(256, 'RMSprop', 0.0004, 0.00021, 'ExponentialLR')",0.7896817492707001
model9,"(128, 'RMSprop', 0.0076, 4e-05, 'CyclicLR')",0.8066144001758312
model10,"(96, 'Adam', 0.0004, 8e-05, 'ReduceLROnPlateau')",0.7011387817695013
model11,"(256, 'Adadelta', 0.001, 3e-05, 'CyclicLR')",1.2948172669659481
model12,"(128, 'Adam', 0.0059, 0.00052, 'ReduceLROnPlateau')",0.7571065370993846
model13,"(128, 'Adadelta', 0.0001, 3e-05, 'CyclicLR')",1.1816751231317935
model14,"(128, 'Adadelta', 0.0004, 4e-05, 'CyclicLR')",1.0417937842171516
model15,"(192, 'Adam', 0.0062, 6e-05, 'CyclicLR')",0.7557696174172794
