model,chromosome,fitness
model0,"(256, 'RMSprop', 0.0001, 2e-05, 'ExponentialLR')",0.5908896755164778
model1,"(256, 'Adam', 0.0001, 2e-05, 'ExponentialLR')",0.6190622893857284
model2,"(256, 'RMSprop', 0.0004, 1e-05, 'CyclicLR')",0.6357575537453235
model3,"(192, 'Adam', 0.0018, 0.00016, 'ReduceLROnPlateau')",0.6622700758383308
model4,"(96, 'Adam', 0.0012, 1e-05, 'ExponentialLR')",0.6505899563641615
model5,"(256, 'RMSprop', 0.0001, 2e-05, 'CyclicLR')",0.6101183824136224
model6,"(96, 'RMSprop', 0.0001, 2e-05, 'ExponentialLR')",0.6334300511319872
model7,"(192, 'RMSprop', 0.0004, 3e-05, 'ReduceLROnPlateau')",0.6664343820491307
model8,"(96, 'RMSprop', 0.0004, 1e-05, 'ExponentialLR')",0.6541668529241857
model9,"(96, 'RMSprop', 0.0001, 3e-05, 'CyclicLR')",0.6382803043849031
model10,"(256, 'Adam', 0.0042, 0.0001, 'ExponentialLR')",0.6934725264428367
model11,"(256, 'RMSprop', 0.0007, 1e-05, 'ReduceLROnPlateau')",0.6714693526147117
model12,"(96, 'Adadelta', 0.0038, 0.00036, 'ReduceLROnPlateau')",0.9981670110998019
model13,"(256, 'RMSprop', 0.0012, 1e-05, 'ReduceLROnPlateau')",0.69746479517977
model14,"(96, 'RMSprop', 0.0001, 0.0003, 'ExponentialLR')",0.6368902501925616
model15,"(96, 'Adadelta', 0.0018, 0.00049, 'ExponentialLR')",1.080135506643376
