model,chromosome,fitness
model0,"(256, 'Adam', 0.0016, 2e-05, 'ExponentialLR')",0.5886146652866417
model1,"(128, 'Adam', 0.0002, 0.00037, 'ReduceLROnPlateau')",0.6242064892406195
model2,"(256, 'Adam', 0.0004, 0.00046, 'CyclicLR')",0.6297495667363556
model3,"(96, 'Adam', 0.0002, 2e-05, 'ReduceLROnPlateau')",0.6251857381471446
model4,"(256, 'RMSprop', 0.0002, 1e-05, 'ReduceLROnPlateau')",0.6267911884146677
model5,"(192, 'Adadelta', 0.0013, 5e-05, 'CyclicLR')",1.313168592855964
model6,"(192, 'Adam', 0.0013, 0.00046, 'ExponentialLR')",0.6486675638548085
model7,"(96, 'Adam', 0.0003, 2e-05, 'ExponentialLR')",0.635343954596721
model8,"(96, 'RMSprop', 0.0002, 3e-05, 'CyclicLR')",0.6366472378583021
model9,"(192, 'Adadelta', 0.0002, 0.00037, 'ReduceLROnPlateau')",0.9728116317534111
model10,"(96, 'Adadelta', 0.0001, 0.00024, 'ReduceLROnPlateau')",0.9293343987263424
model11,"(256, 'RMSprop', 0.0002, 3e-05, 'ReduceLROnPlateau')",0.6343552495392275
model12,"(96, 'Adam', 0.0003, 0.00037, 'ReduceLROnPlateau')",0.6323009007413622
model13,"(192, 'Adam', 0.0047, 2e-05, 'ExponentialLR')",0.6341377043388259
model14,"(96, 'Adadelta', 0.0002, 0.00042, 'ReduceLROnPlateau')",1.0196910374601122
model15,"(256, 'Adam', 0.0016, 2e-05, 'CyclicLR')",0.624663017165493
