model,chromosome,fitness
model0,"(128, 'Adam', 0.0006, 0.00019, 'CyclicLR')",0.6349199859189315
model1,"(96, 'Adam', 0.001, 0.00051, 'ExponentialLR')",0.6293723952602333
model2,"(128, 'RMSprop', 0.0001, 0.0002, 'CyclicLR')",0.6326536796462368
model3,"(128, 'RMSprop', 0.0006, 2e-05, 'CyclicLR')",0.6713212778870489
model4,"(256, 'RMSprop', 0.0006, 8e-05, 'CyclicLR')",0.6809780496946523
model5,"(192, 'RMSprop', 0.0006, 0.0002, 'CyclicLR')",0.6794774230097381
model6,"(128, 'RMSprop', 0.0006, 0.00021, 'ExponentialLR')",0.6936824959768376
model7,"(128, 'Adam', 0.0009, 8e-05, 'CyclicLR')",0.6352362834231954
model8,"(128, 'RMSprop', 0.0021, 8e-05, 'CyclicLR')",0.7029170184068276
model9,"(128, 'Adadelta', 0.001, 0.00051, 'CyclicLR')",0.9058631574603874
model10,"(128, 'Adam', 0.0006, 0.00019, 'ExponentialLR')",0.60491943359375
model11,"(96, 'RMSprop', 0.0006, 8e-05, 'ExponentialLR')",0.6919682999731789
model12,"(192, 'Adam', 0.0048, 0.00051, 'CyclicLR')",0.6936319915341659
model13,"(128, 'Adam', 0.0006, 0.00051, 'ExponentialLR')",0.6228595787370709
model14,"(128, 'RMSprop', 0.0067, 7e-05, 'CyclicLR')",0.7309693887200154
model15,"(96, 'Adam', 0.0067, 0.00069, 'CyclicLR')",0.697356425540548
