model,chromosome,fitness
model0,"(256, 'Adam', 0.0004, 0.00062, 'ExponentialLR')",0.6658221388716832
model1,"(256, 'Adam', 0.0004, 1e-05, 'CyclicLR')",0.661808726122922
model2,"(256, 'Adam', 0.0004, 8e-05, 'CyclicLR')",0.677025680346867
model3,"(192, 'Adam', 0.0005, 2e-05, 'CyclicLR')",0.6772801235813619
model4,"(256, 'Adam', 0.0011, 2e-05, 'CyclicLR')",0.6798984693444293
model5,"(128, 'Adam', 0.0011, 3e-05, 'CyclicLR')",0.7105477959908488
model6,"(256, 'Adam', 0.0011, 8e-05, 'CyclicLR')",0.6978369515265346
model7,"(128, 'Adam', 0.0004, 2e-05, 'CyclicLR')",0.7014515284077286
model8,"(128, 'Adam', 0.0011, 2e-05, 'CyclicLR')",0.7056683396439418
model9,"(256, 'Adam', 0.0004, 2e-05, 'CyclicLR')",0.6644655505714514
model10,"(192, 'Adam', 0.0004, 8e-05, 'CyclicLR')",0.6818906193803949
model11,"(256, 'Adam', 0.0011, 2e-05, 'CyclicLR')",0.6819977040790841
model12,"(256, 'Adadelta', 0.0004, 8e-05, 'CyclicLR')",1.0294966051340713
model13,"(256, 'Adam', 0.0005, 8e-05, 'CyclicLR')",0.676608580762468
model14,"(256, 'Adam', 0.0004, 6e-05, 'CyclicLR')",0.6743787682574728
model15,"(128, 'Adam', 0.0004, 2e-05, 'ExponentialLR')",0.700771790331282
