model,chromosome,fitness
model0,"(256, 'Adam', 0.0003, 1e-05, 'ReduceLROnPlateau')",0.6123243519957636
model1,"(192, 'Adam', 0.0002, 2e-05, 'CyclicLR')",0.6214740377076915
model2,"(256, 'Adam', 0.0023, 2e-05, 'ReduceLROnPlateau')",0.654814814178037
model3,"(128, 'Adam', 0.0003, 0.00014, 'ReduceLROnPlateau')",0.6413211016587808
model4,"(96, 'Adam', 0.0007, 1e-05, 'CyclicLR')",0.649428622823366
model5,"(192, 'Adam', 0.0003, 2e-05, 'ExponentialLR')",0.6251133126272282
model6,"(256, 'Adam', 0.0007, 0.00013, 'CyclicLR')",0.6533324013293629
model7,"(96, 'Adam', 0.0056, 0.00034, 'CyclicLR')",0.7017209227655975
model8,"(256, 'Adam', 0.001, 1e-05, 'ReduceLROnPlateau')",0.6271748609945808
model9,"(256, 'Adam', 0.0003, 0.00043, 'ReduceLROnPlateau')",0.6223288522639745
model10,"(256, 'Adam', 0.0023, 2e-05, 'ReduceLROnPlateau')",0.6553000866527289
model11,"(192, 'Adam', 0.0003, 0.00014, 'ExponentialLR')",0.6205061791648327
model12,"(128, 'RMSprop', 0.0003, 0.00099, 'ReduceLROnPlateau')",0.711396338234485
model13,"(96, 'Adam', 0.0007, 1e-05, 'CyclicLR')",0.6511544778313435
model14,"(192, 'Adadelta', 0.0003, 1e-05, 'ExponentialLR')",1.076601055306448
model15,"(128, 'Adam', 0.0003, 2e-05, 'CyclicLR')",0.6394542103082361
